predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2
"male_perc:C(valence, Treatment(reference='-val'))",0.1144039461829011,0.009259497610406914,0.2206170196167837,500,0,0.518563555892574
male_perc:C(semantic_role),0.11153168729748265,0.009174608084794457,0.21507814428939093,500,0,0.518563555892574
male_perc:C(tense),0.09445330669293843,0.008570768420045047,0.1821441279851634,500,0,0.518563555892574
male_perc,0.09408368582523956,0.008640106907718884,0.18143134965066848,500,0,0.518563555892574
male_perc:C(syntactic_role),0.08023735287649739,0.00808243718534417,0.15473002675320943,500,0,0.518563555892574
C(syntactic_role):C(tense),0.007359628077652748,0.00031096835854505607,0.014192335720517495,500,0,0.518563555892574
C(syntactic_role),0.005296324668693343,0.00024092043118483417,0.010213453314468041,500,0,0.518563555892574
"C(tense):C(valence, Treatment(reference='-val'))",0.0035405273891869456,0.00017317070082561008,0.00682756693746601,500,0,0.518563555892574
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0019252586753120335,0.00013939473287097795,0.0037126763989385934,500,0,0.518563555892574
C(semantic_role):C(tense),0.0019226711168976902,0.0001431249862130878,0.003707686541118968,500,0,0.518563555892574
"C(valence, Treatment(reference='-val'))",0.0015712175747897936,7.291676895284228e-05,0.003029942148721474,500,0,0.518563555892574
C(tense),0.0014782292761020912,0.00013318217876536942,0.0028506231479335244,500,0,0.518563555892574
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.00040279779555014495,2.002254574333611e-05,0.0007767568526037893,500,0,0.518563555892574
C(semantic_role),0.00019980781350806298,1.3220851536960589e-05,0.00038531017314578757,500,0,0.518563555892574
"C(dominance, Treatment(reference='-dom'))",0.00015711462982268465,9.97666852664537e-06,0.00030298046987172514,500,0,0.518563555892574
