predictor,unique_r2,relative_r2
male_perc:C(tense),0.0023296976557242166,0.39192048923425404
male_perc:C(syntactic_role),0.0008542429614509794,0.14370762598922324
male_perc:C(semantic_role),0.0007873487740224228,0.1324541474103568
"male_perc:C(valence, Treatment(reference='-val'))",0.0007194924774035494,0.12103881508036553
C(syntactic_role):C(tense),0.0005024255853463,0.08452207552722804
"C(tense):C(valence, Treatment(reference='-val'))",0.0003886597971601846,0.06538347904262869
"C(tense):C(dominance, Treatment(reference='-dom'))",0.00022188204085504815,0.03732678263659605
C(semantic_role):C(tense),0.00013756744287563016,0.023142702394041745
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",2.995235878100466e-06,0.0005038826853058771
"C(valence, Treatment(reference='-val'))",0.0,0.0
C(tense),0.0,0.0
C(semantic_role),0.0,0.0
"C(dominance, Treatment(reference='-dom'))",0.0,0.0
C(syntactic_role),0.0,0.0
male_perc,0.0,0.0
