predictor,unique_r2,relative_r2
profession_embedding_2,0.21009360842926972,0.4935099912016735
lex_emb_norm,0.04705657154081877,0.11053591006748131
profession_embedding_9,0.043149211587480085,0.10135751958425471
profession_embedding_10,0.0358578825111433,0.08423018393985364
profession_embedding_7,0.023354525134191118,0.054859791212421245
log_frequency,0.021128047486566714,0.04962979410539473
profession_embedding_4,0.017611881783705985,0.04137031911205328
profession_embedding_3,0.008080317876947296,0.01898067073135875
profession_embedding_8,0.006105886032018337,0.014342729340832165
C(tense),0.004674346004029495,0.01098004109962629
profession_embedding_1,0.0037957859146842132,0.008916303010664386
"C(dominance, Treatment(reference='-dom'))",0.001559269725379231,0.003662725364213094
"C(valence, Treatment(reference='-val'))",0.00143708729418901,0.003375718772282502
profession_embedding_5,0.0006779509742174117,0.0015925071772654106
C(semantic_role),0.0006236061522625347,0.0014648511633327593
profession_embedding_6,0.0004759943091894314,0.0011181108701800763
C(syntactic_role),3.1006058584859275e-05,7.283324711215092e-05
