feature,coefficient,nonzero
Intercept,0.0,False
C(tense)[T.past perfect],0.057128240462729706,True
C(tense)[T.present continuous],-0.0629487403259346,True
C(tense)[T.present perfect],-0.026007247952133956,True
C(tense)[T.simple future],0.015528267818911215,True
C(tense)[T.simple past],-0.006248514401715705,True
C(semantic_role)[T.patient],-0.035209110712316805,True
C(syntactic_role)[T.subject],0.006177406414578597,True
"C(valence, Treatment(reference='-val'))[T.+val]",-0.05456501762011108,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0569269805137454,True
log_frequency,-0.2768842431645011,True
lex_emb_norm,-0.389075427619385,True
profession_embedding_1,-0.17218553655203084,True
profession_embedding_2,-1.381748034778559,True
profession_embedding_3,-0.1506745672977399,True
profession_embedding_4,-0.2295682778444832,True
profession_embedding_5,0.035551365599470364,True
profession_embedding_6,0.02821444692951779,True
profession_embedding_7,-0.23985678974212196,True
profession_embedding_8,-0.11574378226218668,True
profession_embedding_9,-0.3491344496133989,True
profession_embedding_10,0.29357853318324684,True
