predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.6867790779380497,0.0010852140272899838,0.9383879596944564,500,0,0.0,0.7318711529095794
lex_emb_norm,0.025866423398342706,0.0008940168002983045,0.035342865059662255,500,0,0.0,0.7318711529095794
log_frequency,0.010900336338740445,0.0004055688668509863,0.014893791476007459,500,0,0.0,0.7318711529095794
C(tense),0.004674346004029382,7.888316201257006e-18,0.006386842800739387,500,0,0.0,0.7318711529095794
"C(dominance, Treatment(reference='-dom'))",0.0015592697253792116,5.709545249598772e-18,0.002130524914365432,500,0,0.0,0.7318711529095794
"C(valence, Treatment(reference='-val'))",0.0014370872941890118,8.184352237043129e-18,0.001963579638951229,500,0,0.0,0.7318711529095794
C(semantic_role),0.0006236061522624168,8.181955634355458e-18,0.0008520709550899072,500,0,0.0,0.7318711529095794
C(syntactic_role),3.1006058584817974e-05,5.7049834247614725e-18,4.236546072563771e-05,500,0,0.0,0.7318711529095794
