,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.448168639479531,0.05351179181168439,0.041304300375649666
carpenter,2.0366098144571994,0.03354740021944985,-0.1812904898614776
cashier,-0.23655580794780232,0.011257163551147076,-0.012690619720099541
ceo,-0.6990566936292076,-0.033031899356644905,-0.0976847041461361
cleaner,-0.013080956254834282,-0.023584984945480374,-0.18636738394128213
cook,-0.3235256454834484,-0.02887461163043197,-0.06767363409257657
designer,-0.12747336092793535,0.030157278023206013,0.11690001889481556
driver,1.4111099960312339,-0.05153715840658053,0.1475685049455833
lawyer,0.3552075976963782,0.05478307624598318,-0.04568656252605882
manager,0.6009014258729672,0.03629943994880181,0.4369114994791915
receptionist,-1.6287443378484576,0.05617696990550183,-0.1548050447897254
salesperson,-0.2647550065875279,0.018035643649854258,0.20952167928589072
secretary,-0.8109601869493122,-0.18800536026687545,-0.19615750653644665
teacher,-0.7478454780706786,0.031265251248032255,-0.009850057378022555
