profession,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
colonel,113.71007322707322,84.07306419529495,-67.45801170477489,35.603726622148706,-40.42873697587463,83.25668868256597,11.58437973778931,-42.67359628515971,-18.31891100115096,4.655220557216692
sergeant,102.06122395955921,79.60887332467404,-11.328904739346179,-17.64167275878247,110.119876809197,-47.29107347854118,-2.6438828626005213,22.074904710135772,-34.20273039734521,10.237022528651837
soldier,105.27435078583183,49.816344656846084,-0.2658513669431183,-7.538603815990868,-4.405757050728587,-34.30167471238878,-30.383616260720682,-14.47104556339618,84.54689675484971,-1.0648218227091766
CEO,60.6700602330304,-70.29730609806452,-50.964184753174465,-20.924556951056037,-5.356072564944234,-8.885764151366942,-48.59574040296662,5.588030151802835,-17.250215841583923,70.47620953947391
administrator,39.83594162799231,-47.80157918613525,-28.393497583919654,-23.585831018308053,25.500641094952833,4.701186041586585,0.9864700730981468,-29.943753082504138,5.654199046372167,-15.391926939834125
scientist,67.16709045728174,-41.97385665131362,-20.02715517985256,17.809575197357436,-5.32284288101319,-11.931617352487807,-27.73468350625109,2.939511192411546,52.185163585386164,0.8300845386569498
doctor,36.01456017296548,0.9583691459194943,9.01066694508416,-3.6040690943459204,-5.232230106738644,-5.923840511320401,5.656219913568107,2.673080792160505,23.461935186864274,-20.78356894270236
teacher,34.700019717286686,-14.37468993819423,-2.770212694110451,-1.5307556394257378,-0.7079062396859909,-5.707405613457702,-1.340854003462901,-1.243112468415966,11.438949480254971,-8.592634092374887
manager,27.754498923893973,-36.40522714750884,-15.40088837206923,-17.064746518193267,15.624806144694912,6.754799747777952,-2.408816299816526,-16.414729382793038,-0.8404360180224189,2.6446543309902175
solicitor,38.66041291635384,-10.80127643365697,-2.696270138040999,-7.294087932413279,11.32109089868482,12.978600388746807,35.42123015343076,31.26452135999054,-25.737474820511096,-1.5191674087164626
programmer,34.091688941908615,-40.37372874316517,-14.10085451392942,-21.16418136864526,23.667283381692794,17.28283180051441,-2.727227105591985,-39.05992037118813,9.820127212157796,1.8088709610763887
midwife,32.64842256571763,-8.020531555347334,14.540950374145007,-7.277997975795563,-2.755388118891698,-3.6068862016999894,17.25673386626691,5.251807117805471,20.66135068355613,-58.89881155654073
accountant,42.450537781863446,-27.335615123902947,1.1761717913900096,-21.94361285292898,12.583889661348207,7.981619989693731,27.43658125348803,10.077554701296283,-23.94408064985544,-14.326726893109806
paralegal,17.19628352286848,-11.099920141052968,4.160154603081953,-8.016868360190234,5.860071157664316,7.085068609094844,11.210220231060829,6.788523678479091,-10.270217255613819,-6.3420316817839915
cashier,36.056820010373855,-12.550847296496155,14.937846179438766,-17.45008592884727,6.4520334126848855,6.095058246606027,16.165389511448502,-7.864189365670853,-15.744355217838896,-15.49636870141552
scrivener,16.96727026732529,-12.308605689765992,3.033852881820292,-7.63766112848202,6.893395036662653,5.654530041611043,5.148451740376126,-7.268220691217834,1.1034032885812903,-5.677566461593846
salesperson,21.32605248839526,-18.525473097017624,5.113205750061279,-10.79519128495697,6.322678004073897,9.321272559380025,8.292295978871593,-3.4290166175676084,-4.512817967365369,-5.8330464068471555
bodyguard,74.5974510963441,28.623439392509457,55.795845436301065,-80.6517349962435,-80.70624013483628,-40.9649288025411,-33.68563949946331,-24.47002511606147,-46.23435916214584,8.106678053073127
agronomist,15.901547567094932,-11.361198922310479,5.849736667638171,10.278147211932094,-1.4480956614917473,-2.9266355560657167,6.479915644640351,-3.433391020659688,-9.342846949217341,-2.3613022317584735
fisherman,68.33251601862041,-14.217593170456267,92.88156506104652,48.91282054780765,25.756551079675468,67.83616203359792,-81.42867883481226,34.29905102737844,-7.851518191555523,4.588801012163772
farmer,86.56134863947909,-37.607270711549575,27.455257522518853,108.74382821317613,-15.92832510590562,-71.63844987736293,37.02065090228341,-41.921927964457325,-32.30008645786336,11.559467207930819
welder,26.64723656840454,-20.179337063158478,13.484221707792033,-8.586693810592195,7.179774655723253,25.21042911831251,8.760359805136959,-14.83067211106103,-5.976216968488753,-17.979404322796736
molder,11.001823745524135,-4.3489741271626166,4.303284272587992,-3.9616013494272244,1.044250860514689,1.1562082492481707,3.4564765558423445,-4.026422181576931,-2.146555907916425,-3.402558510751748
bookbinder,11.505845684796158,-4.300095713219147,2.9878234363993035,-2.242501987541264,1.162658901392368,2.1473469379077903,5.542014782507478,-0.6023003283088312,-5.080203786311825,-2.249741268208298
electrician,30.868603429185306,-21.456933751506998,12.71056995694589,-12.476348560595603,10.015368637827136,17.419726055834296,16.67899548544271,-13.320957961273226,-9.485029746940187,-21.793872123956383
tradesperson,7.363930747788536,-6.282272039647009,3.804165463787197,-4.459429032633496,2.1191705543696226,4.95071337403075,5.48873255590563,-1.4851657455488798,-2.8850699500038957,-4.766001964587175
chauffeur,35.077303200570604,-4.53735105635825,19.862909836084253,-21.418606599388976,-4.546159867679778,10.847035197977663,7.992622440741515,-6.25535250112392,-14.714375261340376,-8.84073815938386
housekeeper,53.64033074955403,-1.2128527496202937,46.000621314788205,-20.98513857498521,-8.13915054135076,25.781035919373775,85.32964014243768,33.13366537389643,46.86473741588847,85.56818047963235
farmhand,16.113057613949326,-1.7453380990436322,8.117751259297618,0.418724558780339,-1.558043200094314,1.8729941335892248,4.043380368985825,-0.8282834519810198,-4.269010542809214,-0.9466019408710329
builder,29.936708387851578,-38.23167223928424,-9.046807633877371,-20.394021708124836,27.45562982216954,15.832252098220946,-2.132956897070384,-44.86479024623944,4.855537119745106,-0.7833726027371646
hawker,30.14302145793483,-4.967998606516964,15.896843029031857,-1.7543478395057155,1.1546313486299784,13.114786662367305,13.35963653685961,-3.528594712885049,-15.578573259763635,-13.197625941481126
nurse,53.488523085290794,-6.32621951949395,14.278184544847516,-6.036232584203045,-8.04287424591298,-8.242234424790071,13.636310691649026,9.514458218820442,39.08937844053702,-42.162081031393576
secretary,84.69582714762505,-27.68115837547277,-59.06516281824063,6.760761959301916,-42.99366913971315,-9.27859464637527,-0.3281543135224842,100.77344101438266,-18.187961096142534,-30.056427457655577
hairdresser,33.106170700969656,-4.7477454192632305,24.383225348898318,-11.71333739304335,-1.4703822117607792,10.509809286393113,21.27367256919637,-1.112457192735109,-2.2647364765262745,-14.014553999790046
