predictor,unique_r2,relative_r2
profession_embedding_1,0.05091272680149017,0.4638217969739861
profession_embedding_5,0.025337849507220178,0.23083122095812228
log_frequency,0.0152423346828362,0.13885972146487105
profession_embedding_2,0.005580993704194848,0.05084360417137178
C(tense),0.004674346004029051,0.04258392153538059
lex_emb_norm,0.0026621630181802303,0.024252663577506602
"C(dominance, Treatment(reference='-dom'))",0.0015592697253787868,0.014205157166540815
"C(valence, Treatment(reference='-val'))",0.001437087294188566,0.013092058765540617
profession_embedding_3,0.0010546538619766732,0.009608038700320747
profession_embedding_4,0.0006518247555644674,0.005938211296692747
C(semantic_role),0.0006236061522620906,0.005681136020743839
C(syntactic_role),3.100605858452621e-05,0.00028246936892279567
