,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
CEO,-0.5224241979778371,-0.009467039810651756,0.07607561649752768,-0.07964401035637025,0.0188845708237069
accountant,-0.01886606434575513,0.0018791610388454968,0.15740034158607535,0.007775507283776957,0.02912908842013333
administrator,-0.10407330757236648,-0.02323915046662196,-0.4141579778392117,-0.07747137762275727,-0.0476650329701981
agronomist,0.4382505131640384,-0.0008767989411262181,-0.081236693198422,0.010148327179017478,0.012735969029224569
binman,1.048715110179695,-0.018920362287060948,-0.17359999583878818,0.03308529729013881,0.06986293913083648
bodyguard,-0.16663021927460364,0.04015944698496345,0.5509439048303917,0.045901358298493254,0.010275794282594128
bookbinder,0.3146459265677721,0.033575797112696544,-0.1921959360653889,0.07846417006493642,-0.07157293514753707
builder,1.127011856297111,0.04747130906205053,0.05995212111338193,0.25330555678120587,-0.056662780045334336
cashier,-1.5142577501088386,-0.036783812037204065,-0.029458820010916868,-0.18103025030409522,-0.0006716625663843766
chauffeur,1.3365421756263842,0.061550048125297234,-0.028566112240501984,0.13957891721292082,-0.014860531865712229
colonel,1.1928456256507203,0.10042324312507596,0.11273601876478913,0.027141411684096686,0.012947972012930952
doctor,0.14971154199031214,-0.04543065422991957,-0.2220396193433909,-0.05675028259874409,0.03245037670926563
electrician,1.0032326317806144,0.09081177939152887,0.30721812363948015,0.0901472458273439,-0.027432383385148657
farmer,0.557495950327958,0.052092125463833905,-0.04777440103811425,0.025362073892319998,-0.034291411960417184
farmhand,-0.30825485543491943,-0.015916420610530616,0.1285275583082865,-0.06320324794131886,0.10187809569532437
fisherman,1.7502205390412868,0.03799773175935788,0.014335048041132867,0.06225136145928122,0.08733113394074038
hawker,-0.10268252749567505,0.06519614485405248,0.36256389134757094,-0.06369757673057232,0.013678943550085114
housekeeper,-3.1293325191289796,-0.17689315707749362,-0.040037446591195666,-0.20065017693434656,0.039669413306947
manager,0.03666091384185765,0.006186690235868066,-0.025575992847936935,0.004680094616960382,-0.0006864646920571586
midwife,-4.059997609285517,-0.21069771126146114,0.12774037874889532,-0.247439622019685,0.058774849408297684
molder,-0.19680228397095073,0.0318794779382327,-0.1266722842623065,-0.02039622114963523,-0.09844186060626989
paralegal,-1.3184942534343607,-0.07147713009171776,-0.045510556644513055,-0.05844242995623847,-0.05767327119525732
programmer,0.5674565971836198,0.01455552548401758,0.21723289754447295,0.08662658283219096,0.11701227527993852
salesperson,-0.7546228649846859,-0.0721473896186575,-0.10283648820217979,-0.1001971612570935,0.045705010405384855
scientist,-0.38965981063614513,-0.08241242137791885,-0.1442290159933392,-0.08369535597505796,0.06228587180013982
scrivener,1.5440738723453342,0.08951443495649328,-0.2529112589837218,0.20764999874315226,-0.1493981557801635
sergeant,1.1511381500963194,0.033248259792573044,-0.20060200548148047,0.05896167852579744,-0.045477061362373866
soldier,0.57888893156159,0.094924640606013,0.2502248868016215,0.14113886427350647,-0.10120585562461183
solicitor,0.2823719565485522,-0.042261520375684175,-0.25370802012719995,-0.032201426841881674,0.02233608749398585
teacher,-1.2318875649029817,-0.048186821724105905,-0.09639801586825597,-0.0913495530512937,-0.018753312322727787
tradesperson,-0.016610362149767192,0.01179082543451704,0.0562137974064988,0.029789537279563925,-0.03216851182926826
welder,0.7553338986619371,0.04145374855292129,0.05634605594738411,0.05416070950670312,0.022002840062394464
