predictor,unique_r2,relative_r2
profession_embedding_2,0.18897453854188695,0.6573798894152679
profession_embedding_10,0.025162340489082724,0.08753145654315804
C(syntactic_role),0.023244816711741723,0.08086102581515724
C(tense),0.016944129303832045,0.058943019170395634
log_frequency,0.012068818056454766,0.04198342454249024
lex_emb_norm,0.007606693933472797,0.026461171200022584
profession_embedding_9,0.004901864183868843,0.01705196350780403
"C(valence, Treatment(reference='-val'))",0.0034322551495767906,0.011939679959444154
profession_embedding_4,0.0024846289617413975,0.008643202013934245
profession_embedding_5,0.001252180313943696,0.004355920975702376
profession_embedding_6,0.0008027786355895294,0.002792601240149667
C(semantic_role),0.0002976989068793623,0.0010355959908325077
profession_embedding_3,0.0002934852774013619,0.001020938168135029
profession_embedding_1,3.204027254621877e-08,1.1145750631691437e-07
