,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,1.9843451216227286,-0.12463588934580223,-0.24090481468623368,-0.22415681095757334,-0.31048611656886405,-0.10545638797450207,0.09750083402431235,0.08999696453559683,-0.12550471474562103,-0.08922398155485958
C(tense)[T.past perfect],-0.12463588934580223,0.018845274653463407,0.009893833915234079,0.01836469274320554,0.019725413485222696,0.014020285772082967,-0.008219952224765558,-0.010867976885953274,0.005445424342160375,0.010695874374249424
C(tense)[T.present continuous],-0.24090481468623368,0.009893833915234079,0.045589180778533155,0.03817197696898144,0.05434986788679622,0.012710475574551482,-0.01036531559754966,-0.015594501808018907,0.016771535221487863,0.008588668119614826
C(tense)[T.present perfect],-0.22415681095757334,0.01836469274320554,0.03817197696898144,0.041275468967844356,0.05442107066058244,0.018995144505684486,-0.012155832176652146,-0.021954319610160127,0.012837811918362144,0.01402198461001724
C(tense)[T.simple future],-0.31048611656886405,0.019725413485222696,0.05434986788679622,0.05442107066058244,0.0868655164741359,0.023727567301139348,-0.02038349243437633,-0.031093355424512067,0.01642927587664035,0.015148197545086667
C(tense)[T.simple past],-0.10545638797450207,0.014020285772082967,0.012710475574551482,0.018995144505684486,0.023727567301139348,0.014494491581884015,-0.006740336456780356,-0.010681408493244806,0.004806969958766801,0.007672947751406599
C(semantic_role)[T.patient],0.09750083402431235,-0.008219952224765558,-0.01036531559754966,-0.012155832176652146,-0.02038349243437633,-0.006740336456780356,0.008728581952712148,0.009587567489453682,-0.006132963990353405,-0.005102015417463313
C(syntactic_role)[T.subject],0.08999696453559683,-0.010867976885953274,-0.015594501808018907,-0.021954319610160127,-0.031093355424512067,-0.010681408493244806,0.009587567489453682,0.04659330497003918,-0.0018530481078895369,-0.005765437890305284
"C(valence, Treatment(reference='-val'))[T.+val]",-0.12550471474562103,0.005445424342160375,0.016771535221487863,0.012837811918362144,0.01642927587664035,0.004806969958766801,-0.006132963990353405,-0.0018530481078895369,0.011408575566959688,0.003989773974524609
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.08922398155485958,0.010695874374249424,0.008588668119614826,0.01402198461001724,0.015148197545086667,0.007672947751406599,-0.005102015417463313,-0.005765437890305284,0.003989773974524609,0.009423777852551852
