,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,-0.08251313784032543,-0.15952506826784504,0.028583570176052064,-0.12983106252151688,-0.04258470009987736,-0.15411296297721294,-0.030617109225979156,0.15247447968421085,0.0830435469644844,-0.08345881995017815
accountant,0.37343513238247006,0.010598920266199406,0.006529639713745913,0.06320531899770579,0.19039873543909397,0.0356201712995909,-0.04286662507688087,-0.05440119437994351,-0.05692956493318633,0.015270926400439942
administrator,-0.23173222085973189,-0.10190167568378426,0.32113911543965235,0.23796499275418295,0.5123390838688346,0.0021948734004111833,0.022943721137196685,-0.062440045878741426,-0.06616069628841706,-0.004362285251843838
agronomist,-0.3918429238204073,-0.010725324941899095,-0.04165060042274493,-0.07491660493775698,-0.09771481620829403,-0.026704714028220666,-0.027551208096390167,0.2885458471679787,0.09032124611790665,0.011444570378495611
bodyguard,0.8483088027742562,-0.06585162335261421,-0.22105240515483365,-0.2080965242970904,-0.1541911090259086,-0.057983833447154805,0.0383116664392477,0.28241707500814983,-0.10788877084661264,-0.031086751956581737
bookbinder,0.025282005666270813,0.08536740118611436,-0.03913766320144302,0.04168807513121575,-0.04272532708039911,0.06041623830556303,-0.03261213483870934,0.11487046428716478,0.05084544855586265,0.06206288066085963
builder,1.3100377621178292,0.056513745851204535,-0.4507855536837006,-0.308170120742136,-0.5736694829979017,-0.06606940058842961,0.03889247608424374,-0.04416074365666083,-0.09592428570433625,0.00745919095136343
cashier,-0.8780760006664867,0.11801682931662098,0.19453293662975685,0.24397551817937888,0.23300942416336337,0.11415716839660531,-0.03248853274772231,-0.469462795657684,0.018924530061138423,0.05358806553728678
chauffeur,1.4814514858511676,-0.0018182279865258666,-0.39276668570491724,-0.30675956843232793,-0.49316494279854883,-0.09227399229250752,0.020604906401801015,0.03144712410203611,-0.07104352129149455,-0.038337315390886695
colonel,2.0897225838191664,-0.025876671573759835,-0.14557500790432026,0.029685543455274854,-0.2186097837727925,-0.02267795125129507,0.14843092442126948,-0.103843088141536,-0.16565930936587797,0.08676668363538742
doctor,0.08570468043356705,0.02174022234518891,-0.09108299680750837,-0.08955876510124527,-0.06313274603036334,0.011536049910839147,-0.010908721495756474,0.13574975681612816,-0.012891642171461756,-0.03324190022031623
electrician,1.3805213501946345,-0.1587336001535526,-0.2523107201956946,-0.3236328704703402,-0.45330368109406916,-0.1428662469978806,0.0971037891861413,0.07088562850525934,-0.051965603032642166,-0.14615489871341777
farmer,1.5914913448654329,-0.11844852686616586,-0.2501576482606265,-0.258327186128848,-0.40703530455050785,-0.14393577881788755,0.11836745645110736,0.15423138293720512,-0.10496012590547307,-0.06283574570499637
farmhand,0.7684791018788539,-0.1632495027169239,-0.0697647029411661,-0.1570655216420605,-0.1270799494044007,-0.1382248855327389,0.119374001811161,0.09453071206829783,-0.12721032801688076,-0.06538267491940315
fisherman,2.688145639324314,-0.2050064838012446,-0.2604305516314612,-0.29508325481550235,-0.5283067578006339,-0.14796442169204238,0.19297058498133926,0.18264208957722328,-0.11352901211787593,-0.15221106849319893
hairdresser,-1.1657174447749696,0.1811806003911457,0.10910180779362813,0.16328952139901687,0.26264764344420194,0.1704552896578416,-0.10983548719188886,-0.2269553383296804,0.047713580655236246,0.022149580180742118
hawker,0.9414541049793215,-0.057041837512984195,-0.04719902488584604,-0.03635014558574201,0.00011013668296322443,-0.03562009150735934,-0.01387653219438345,-0.4827327782807763,-0.07925089398828855,-0.09300825676611998
housekeeper,-3.3237873085982956,0.2607779636549483,0.07926473336612151,0.07381692374334044,0.015700827430220374,0.07537981026818724,-0.11522783706165872,0.21567283033804174,0.1932266923394736,0.18674596907699823
manager,-0.42825599539375236,-0.06676520509090803,0.23018836137626378,0.12417111997306876,0.19581884244291733,-0.00880152983257719,-0.022454380815563543,-0.16143842517465426,0.08464102994868128,-0.05547937489249563
midwife,-3.1125720491758293,0.16266332759447905,0.3208268464279165,0.2746403032088585,0.3045903154239792,0.14113516489522818,-0.11361574422254533,-0.2396700527246264,0.20856664273710512,0.115244021350914
molder,-0.08718296060256192,-0.1269127608553028,0.18851195069008642,0.06771570438975509,0.14366066338479877,-0.05739650722226147,0.05362355625193299,0.13104614690235356,0.02257922959339395,-0.03639589326874673
nurse,-2.883257288717472,0.08781386492569707,0.3319691227201548,0.2130673695129471,0.15557336598371108,0.07765207347897211,-0.014229654270173836,-0.0037980656420763172,0.20535681929579538,0.09234464919191968
paralegal,-0.9763797897506432,0.11521312314158803,0.2792785987354833,0.3321124491432933,0.5172514363423484,0.1298759264734467,-0.09852703792351661,-0.1472422552290272,0.028898000908413157,0.10202579290050236
programmer,0.21435770405837395,-0.22099014467651318,0.11130109462534678,-0.08621817594361864,0.07182506343692036,-0.11124579687021804,0.03184683037932775,0.35795922811262476,0.05180185517452738,-0.12473686415852141
salesperson,-0.17781410809904097,-0.05821147470085128,0.17548159453620288,0.10873546863615574,0.16491373973074347,-0.020493283262509016,-0.04689732336720771,-0.16891874739061763,0.08462955727389757,-0.03410092784392857
scientist,-0.1267514814228506,0.003469081265047108,-0.02393019365476932,-0.03456950993272648,-0.01601359895078648,-0.02892160654700624,-0.07722317149916791,-0.12323287525648582,0.05960108964955995,-0.02277096921632528
scrivener,-0.021409775471940007,0.1896973617914423,-0.1550649502248459,0.000915451367567377,-0.08693948656943556,0.12694666891011802,-0.027866889825451727,-0.17095080507447505,-0.06094167605132861,0.05620384938895511
secretary,-2.1233939650227267,0.31926813771299345,0.16462764339114558,0.3491546661734638,0.3533651023334042,0.26672987524438474,-0.12224798014112229,0.005252385816140348,0.09737140334971736,0.24694622159214766
sergeant,1.4580242848541356,-0.03118354415222968,-0.2585265402125303,-0.20737084935995886,-0.3358786308592698,-0.043915535143987494,0.11276343208888863,0.05229082452313549,-0.14630682357778746,-0.06004060167681671
soldier,1.5170740235846276,-0.040316189650469056,-0.11762481790036294,-0.06229909766440733,-0.13607887565433338,-0.01814761541482167,0.11756981701026538,0.3792926565072761,-0.11573944876964025,0.0052716359914072
solicitor,0.07402954109797188,0.08016831959607185,-0.0686161574244462,-0.0020385736481555727,0.09311940263677901,0.1004297575005436,-0.05384924239977667,0.11815774181606578,-0.02309732943223428,-0.004472712656428415
teacher,-1.2479911701447848,0.10201459129136473,0.28832708281913993,0.3216245787557987,0.5374873116650869,0.12164150269116521,-0.1265773644882916,-0.4443830110142417,0.030203935676916455,0.0648965587824972
tradesperson,-0.5509102343437413,-0.030997876637946103,0.20441741358986407,0.15057686554062488,0.24213478724700097,-0.002356221859287239,-0.021236041632927555,-0.047615815373058167,0.047214599450980554,0.01853133936615347
welder,0.9620683068480058,-0.15094775171026847,-0.14840529182222878,-0.21605203914103707,-0.21751668876271016,-0.11445819514890883,0.02790585587242604,0.18377966303600946,-0.005440176261070739,-0.09887487430708813
