,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,1.7376790835257476,0.20194864363210663,-0.2566462234344612,-0.10441258778903138,-0.20208728842889412,0.07660769860018492,0.08660666945867465,0.15762632686237424,-0.05249029137443777,0.012567861385856657
C(tense)[T.past perfect],0.20194864363210663,0.04208595854938485,-0.03829042935165842,-0.010901497173494168,-0.031159597901812885,0.018986520821334285,0.012575403932422754,0.021574825269867388,-0.010016769030361836,0.009872443175164364
C(tense)[T.present continuous],-0.2566462234344612,-0.03829042935165842,0.061189163534432024,0.02745084677903649,0.051800689462156546,-0.014486133655178004,-0.018035389008520995,-0.03503911034431431,0.01091529636602235,-0.001407497373065659
C(tense)[T.present perfect],-0.10441258778903138,-0.010901497173494168,0.02745084677903649,0.018243716169417657,0.02803999482399895,-0.0018787617380462444,-0.003947155013388082,-0.012987354112622957,0.0049220474527172904,0.0021903735189759987
C(tense)[T.simple future],-0.20208728842889412,-0.031159597901812885,0.051800689462156546,0.02803999482399895,0.09868033604155096,-0.012807644662815353,-0.012332681270522007,-0.029733536166341064,0.014831678118234524,-0.00034171662382117944
C(tense)[T.simple past],0.07660769860018492,0.018986520821334285,-0.014486133655178004,-0.0018787617380462444,-0.012807644662815353,0.011036585122814737,0.006749881285144089,0.009254225164683641,-0.004012027432169196,0.004042023296477182
C(semantic_role)[T.patient],0.08660666945867465,0.012575403932422754,-0.018035389008520995,-0.003947155013388082,-0.012332681270522007,0.006749881285144089,0.009683625857873001,0.01417850982770252,-0.0024888491893088663,-4.7935391686370445e-05
C(syntactic_role)[T.subject],0.15762632686237424,0.021574825269867388,-0.03503911034431431,-0.012987354112622957,-0.029733536166341064,0.009254225164683641,0.01417850982770252,0.04652364301918606,-0.0013365753069012364,0.0015793121632747687
"C(valence, Treatment(reference='-val'))[T.+val]",-0.05249029137443777,-0.010016769030361836,0.01091529636602235,0.0049220474527172904,0.014831678118234524,-0.004012027432169196,-0.0024888491893088663,-0.0013365753069012364,0.007182185305077604,-0.0007672397742527247
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.012567861385856657,0.009872443175164364,-0.001407497373065659,0.0021903735189759987,-0.00034171662382117944,0.004042023296477182,-4.7935391686370445e-05,0.0015793121632747687,-0.0007672397742527247,0.006619577923567026
