,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.4586754763260131,-0.05792918144013129,-0.01878832326438328,-0.07004856734096399,-0.09118771588772752,-0.04683677870691594,-0.02228276308619889,0.0819890653848758,0.02719685802754167,-0.027595910240114915
accountant,0.05051005314758228,0.02296511509465557,-0.09031761241064369,-0.04136896939101209,0.06046874176203028,-0.008209643502503097,0.023596397068771924,0.20280743772978294,0.05593050140997745,0.021515835177603936
administrator,-0.22123307126134972,-0.011881302057317647,0.19462486901831338,0.22346008055885003,0.4435441479568676,0.01873150367513997,0.046177757218903534,-0.11371062331866837,0.012959996839807128,0.03155021211178656
agronomist,0.16739242816671118,0.13349325746903293,-0.12633753767198266,0.033077796161879,-0.04172768363897822,0.10869157183462025,0.10975101965277032,0.29809466483327457,0.10525948032548603,0.06138901418002217
bodyguard,0.7960407557886998,0.05956591533602687,-0.15091440148618884,-0.1702417779911558,-0.37172391865144583,-0.01384767422836354,-0.04301707076777149,0.023389904309507627,-0.061824046470622306,-0.00530021078736323
bookbinder,0.13755585859405717,0.30894774604224645,-0.1810351810239825,0.05070940842711931,-0.08427845224263303,0.17785783489431345,0.10475315708502336,0.002376297286219237,-0.03348356770829182,0.1270600921367791
builder,1.0118334460511176,0.24669941190506994,-0.20294095063624695,-0.015995986935287088,-0.1222873470794611,0.13027604561033312,0.11477431247667552,0.38636240737751376,-0.10509872238550036,0.04714972986908477
cashier,-1.3354852266269663,-0.1406293341826905,0.25538750280634814,0.14892339460222373,0.29291651964101045,-0.015779110354014497,-0.04743497163028758,-0.17692854170717937,0.06320337324771465,-0.013318792524260242
chauffeur,1.1196391838829702,0.16282858727857175,-0.11740325077187705,-0.033570943080760814,-0.32009143382767496,0.08401288161429135,0.050340439538063324,0.12533314856452593,-0.06970464528695079,0.029998717840788343
colonel,1.493996498556573,0.26509936066468637,-0.33362190959351845,-0.15219234434810167,-0.718680819725996,0.1258731458637092,0.087320618045571,0.1595599488690488,-0.013221434698197976,0.06098553876050003
doctor,0.15726787773482068,-0.028214608311905462,-0.10580354102580192,-0.064910586844767,0.10935870412758306,-0.04032319832987055,0.025061218008964034,-0.03614527329027306,0.01552294407368927,-0.03299798837165436
electrician,1.2184708507869677,0.13740401630448548,-0.17664547270580183,-0.006043078255977899,-0.3596795410976635,0.09464768459897777,0.14299194721110628,0.11746267292534743,-0.11133348938270524,-0.03473229043579477
farmer,1.2198243875856078,0.24102691423279665,-0.45242578548241125,-0.20178187601444847,-0.33816320416363943,0.08182817683539025,0.12920631683306708,0.22350605929253226,-0.07261759389767372,0.014209591894218165
farmhand,0.593470558181462,0.17264305795368645,-0.04275349287482941,-0.013120798633388858,0.011981769166644798,0.07973427459882418,-0.02539621006218816,-0.22355883573285515,-0.05994617473351859,0.06372241318750571
fisherman,1.4893806301518577,0.1923743030936904,-0.3808838315460681,-0.1031814104435099,-0.22414185279982063,0.1105656112732785,0.20582752502771506,0.6751662147886652,0.0876839768565221,0.0018458764768942981
hairdresser,-1.6176777321680273,-0.29841459095790607,0.33050383080189577,0.1149873822852516,0.5652047807636001,-0.08714316756833981,-0.09171229166386678,-0.04773254039111541,0.13350566030015715,-0.08428210163054836
hawker,0.4298251824921659,-0.17124424898757684,0.08324980002745302,-0.11171495621100314,0.18985165210340976,-0.12735642624875732,-0.12428547174869566,-0.1163349068043715,0.022181656402327676,-0.08969672009706693
housekeeper,-2.712292654365341,-0.2606929379985495,0.10193990326330205,-0.0459290154946167,-0.06916962120155323,-0.12498309729523599,-0.10083268832981644,-0.15883618588451343,-0.0634667402018381,-0.07641223663011648
manager,-0.2767554172641691,-0.15936303922171166,0.17778800892332997,0.12898082674473524,0.41719153290355543,-0.038722971872157314,0.023226966634417305,-0.19837285742541527,0.056830982881517,-0.0728079416247044
midwife,-3.4584790592193153,-0.3526806873132965,0.10542663444336728,-0.0786911079587412,-0.47733975420705865,-0.1154409298005157,-0.10041807950572523,-0.1864755062451096,-0.012850158180079622,-0.1327516811117218
molder,0.29990314587818656,-0.16424610605037793,0.1467115959697224,0.03478760828913172,0.2452322702397927,-0.09788608511689606,-0.037583355285526414,-0.10117203758433153,0.04334680753969436,-0.06018959216413046
nurse,-2.548018660988087,-0.2699986343158608,0.6153518237930227,0.31229407017281885,-0.04727179899433537,-0.06789980116938736,-0.16654440020636993,-0.21259033371912345,0.09595524758999494,0.07488517368897754
paralegal,-1.5570702852931342,-0.2966559025844011,0.39070518081292066,0.1677490405893086,0.35235035112950164,-0.21455122443393632,-0.13742963167232128,-0.03432092819842493,0.10123319697882485,0.046918902811219985
programmer,1.0093558770876108,-0.04787446137759101,-0.1397115140396341,-0.10427510194970353,-0.3297335252065853,0.014924676383588666,0.08195868993102334,0.04583190777020277,-0.09218488909608,-0.16184183749629172
salesperson,-0.2685211624783991,-0.310114162129416,0.38590122635585594,0.2261605567813261,0.45004574650335105,-0.10352947269117682,-0.004632431475896722,-0.20275537192612603,0.09345346509265,-0.11256916716203785
scientist,0.4540224863340423,0.052927235477912116,-0.2089713320534286,-0.13289205590304748,-0.1133093769174659,0.0007626099539708164,0.03235403766461369,0.06227945465115435,-0.003849780222010629,-0.03376788212881626
scrivener,0.8548167602845287,0.3868865708232062,-0.05185352816707289,0.021752741677833892,-0.04266143338043599,0.17635722238896534,-0.04529378439416774,-0.19927375756125465,-0.1846748798218237,0.16249090640285824
secretary,-2.085623058791725,-0.05968786375871549,0.3671498884904689,0.1839987679123272,0.4266124591891379,-0.018228118744553545,-0.16906477441290801,-0.3015920053800869,0.05837401487668729,0.13104658668021407
sergeant,1.8164022234565027,0.13267685670417317,-0.15175476572720814,-0.14878023484466535,-0.24113546796334423,0.005898375188805927,-0.03857337727758589,-0.20868646844891306,-0.062197277779734425,0.008532280107256788
soldier,1.4441914497708812,0.2545954012268537,-0.2692622438632378,-0.1432784719089022,-0.2849487680323549,0.056143787538117676,0.028402158751736628,0.32800419333946823,-0.09671062669274433,0.0797390542908882
solicitor,0.054169218139948794,-0.12179896847912694,0.017278247373843758,-0.10685717274973938,0.112352282014719,-0.11199745082495154,-0.09579667688309448,-0.06825483009993186,0.05554298089564751,-0.036854280560147376
teacher,-1.4714205194530232,-0.10349763984956656,0.2739868123802563,0.16709100102681418,0.6808523616267579,-0.03982128805591569,-0.08518343603182468,-0.21897144490839815,0.10942487113828064,0.057232848393928
tradesperson,0.35329571114868563,0.015030547784620596,-0.0974898949028776,-0.0015575484892694676,0.05357069338175394,-0.014253024074473028,0.07617015474965437,0.14569634575179669,-0.00872618184393692,-0.005385077470472621
welder,0.9225367884096385,0.06975937162976462,-0.14709075521930676,-0.06754067044286569,-0.1340022974952125,0.02050406076769251,0.05356869853857492,-0.07214727424333864,-0.08571580607586413,-0.03976906357483802
