term,coef,std_err,z,p_value,ci_low,ci_high
Intercept,2.534037916833431,2.799729754107304,0.9051008987977881,0.3654119360232079,-2.953331567662066,8.02140740132893
C(tense)[T.past perfect],-0.08816081946805175,0.042759449339012524,-2.0617856597983897,0.03922814693650012,-0.17196780017128133,-0.0043538387648221905
C(tense)[T.present continuous],-0.14927705897606613,0.04275944933901257,-3.4910893681661554,0.00048105531328218544,-0.2330840396792958,-0.06547007827283648
C(tense)[T.present perfect],-0.2035217153258557,0.04275944933901256,-4.759689810602121,1.9389070959405854e-06,-0.28732869602908534,-0.11971473462262607
C(tense)[T.simple future],-0.025348881828976086,0.04275944933901252,-0.5928252636744898,0.5532980984644494,-0.10915586253220563,0.05845809887425346
C(tense)[T.simple past],-0.1281898799011765,0.04275944933901263,-2.997931027708987,0.0027181918247025888,-0.21199686060440626,-0.04438289919794673
C(semantic_role)[T.patient],0.22797404932654933,0.04915976345630949,4.637411437692538,3.5279969554229265e-06,0.13162268346367445,0.3243254151894242
C(syntactic_role)[T.subject],0.24009276071511032,0.1262192037603596,1.9021888394332735,0.05714647136430624,-0.007292332812517066,0.4874778542427377
C(valence)[T.-val],0.19393099732493516,0.07385691582574373,2.6257662556948813,0.008645416372875301,0.049174102297271094,0.3386878923525992
C(dominance)[T.-dom],0.030673993332482052,0.06144159695759229,0.4992382172887466,0.6176115741253974,-0.0897493238570246,0.15109731052198871
C(tense)[T.past perfect]:C(semantic_role)[T.patient],-0.0998739242553696,0.02206355204443523,-4.526647570356168,5.992675657052162e-06,-0.14311769163348773,-0.056630156877251474
C(tense)[T.present continuous]:C(semantic_role)[T.patient],-0.044463539123533895,0.022063552044435226,-2.015248452922987,0.04387862299266535,-0.08770730650165201,-0.0012197717454157722
C(tense)[T.present perfect]:C(semantic_role)[T.patient],-0.06209430694579916,0.02206355204443522,-2.8143386350821213,0.004887770979686323,-0.10533807432391727,-0.018850539567681054
C(tense)[T.simple future]:C(semantic_role)[T.patient],0.10435581207275542,0.02206355204443522,4.729782940778823,2.2476001206180235e-06,0.06111204469463731,0.14759957945087354
C(tense)[T.simple past]:C(semantic_role)[T.patient],-0.09307270050048679,0.022063552044435223,-4.218391504370721,2.4605131778333064e-05,-0.1363164678786049,-0.04982893312236867
C(tense)[T.past perfect]:C(syntactic_role)[T.subject],0.048864936828612496,0.022063552044435168,2.2147357202593825,0.026778209557446576,0.005621169450494491,0.09210870420673051
C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.06934299468994061,0.02206355204443517,3.1428753878925026,0.0016729704449507015,0.026099227311822598,0.11258676206805862
C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.036215400695801585,0.022063552044435168,-1.641412979327405,0.10071171742336814,-0.07945916807391959,0.00702836668231642
C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.12747859954834065,0.022063552044435164,-5.777791322612222,7.568759822317863e-09,-0.17072236692645865,-0.08423483217022265
C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.1168958663940423,0.022063552044435168,5.2981435699301,1.1698596942032405e-07,0.07365209901592429,0.1601396337721603
C(tense)[T.past perfect]:C(valence)[T.-val],0.0055299758911144,0.022063552044435202,0.25063851368887596,0.802093602305465,-0.03771379148700368,0.04877374326923247
C(tense)[T.present continuous]:C(valence)[T.-val],0.03340740203857538,0.022063552044435202,1.5141443214263086,0.12998923963324002,-0.009836365339542692,0.07665116941669345
C(tense)[T.present perfect]:C(valence)[T.-val],0.04993419647216946,0.022063552044435202,2.263198435664565,0.023623459622087867,0.006690429094051389,0.09317796385028754
C(tense)[T.simple future]:C(valence)[T.-val],0.12520351409912245,0.022063552044435202,5.6746762192672815,1.3895121506424641e-08,0.08195974672100437,0.16844728147724053
C(tense)[T.simple past]:C(valence)[T.-val],0.044692420959473865,0.022063552044435195,2.025622205774707,0.042803514199656195,0.001448653581355805,0.08793618833759193
C(tense)[T.past perfect]:C(dominance)[T.-dom],0.00229091644287289,0.022063552044435178,0.10383262125060683,0.9173021783635635,-0.04095285093524514,0.045534683820990914
C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.05306110382079912,0.02206355204443518,-2.404921189205438,0.016175953827406737,-0.09630487119891715,-0.009817336442681089
C(tense)[T.present perfect]:C(dominance)[T.-dom],0.0014101028442402934,0.02206355204443517,0.06391096236002249,0.9490411234249265,-0.04183366453387772,0.044653870222358304
C(tense)[T.simple future]:C(dominance)[T.-dom],-0.14638080596923658,0.02206355204443517,-6.634507701861926,3.255873506502118e-11,-0.1896245733473546,-0.10313703859111857
C(tense)[T.simple past]:C(dominance)[T.-dom],-0.021348381042478697,0.022063552044435164,-0.9675858628512699,0.3332512404631298,-0.0645921484205967,0.0218953863356393
C(semantic_role)[T.patient]:C(syntactic_role)[T.subject],-0.21315339406331454,0.012738397712133937,-16.73314013898904,7.516861851589542e-63,-0.23812019479984448,-0.1881865933267846
C(semantic_role)[T.patient]:C(valence)[T.-val],0.012425804138183762,0.012738397712133935,0.9754605264324246,0.3293318728901057,-0.012540996598346173,0.0373926048747137
C(semantic_role)[T.patient]:C(dominance)[T.-dom],0.0016604741414385637,0.012738397712133927,0.13035188404086986,0.8962880326714412,-0.023306326595091357,0.026627274877968485
C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.12288773854573554,0.012738397712133923,-9.647032642785142,5.059866927089718e-22,-0.14785453928226544,-0.09792093780920562
