,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.0009494834649665962,0.0013127084881331807,0.00013497284988569898,-7.490586957629502e-05,-0.00031421530643545103,0.00021691282980912068,-0.00036737210377008246,-0.00021451097512468825,-0.0007114156138414098,0.00023913406160173077,-0.00014577010083486033,-0.00028984808871237343,-0.0004549579289749457,-0.00013967142010388916,-0.0011323509062215757
C(profession)[T.carpenter],0.0013127084881331807,0.0031019159912023257,0.0005156554249679905,1.2310496823809297e-05,-0.0005758730100013052,0.0007040270554744735,-0.0007259596686694545,-0.0003589780587992192,-0.0016958822042813953,0.0007723668203914034,-0.00022291876351988174,-0.0006080361612971288,-0.0010622920002218243,-0.00022173423280180777,-0.0029874164247340727
C(profession)[T.cashier],0.00013497284988569898,0.0005156554249679905,0.0001658623491176866,9.601944184871374e-06,-8.695152588460537e-05,0.00011971059457538553,-0.00011376984580048888,-5.4654913605031046e-05,-0.0002841289079443036,0.00013253074939062606,-3.592099243411443e-05,-0.00010258846629355812,-0.00018244049145026093,-3.747312000364116e-05,-0.0005019904940162257
C(profession)[T.ceo],-7.490586957629502e-05,1.2310496823809297e-05,9.601944184871374e-06,4.287448138028908e-05,7.319789489627984e-06,1.996541966698097e-05,3.0413859441768313e-06,6.542689122201328e-06,-2.2606456923448324e-05,2.2196324026382913e-05,4.516139552978548e-06,-3.38846883961066e-06,-1.4068642571897745e-05,3.1584831265071393e-06,-5.910160237512302e-05
C(profession)[T.cleaner],-0.00031421530643545103,-0.0005758730100013052,-8.695152588460537e-05,7.319789489627984e-06,0.0001408461724532688,-0.00011481675593175212,0.00013860473818189865,7.24002008166877e-05,0.0002921050077967928,-0.0001248969752617037,4.3341160076807547e-05,0.00010728506519288421,0.00018082533431305743,4.119457737339988e-05,0.0004924537189468973
C(profession)[T.cook],0.00021691282980912068,0.0007040270554744735,0.00011971059457538553,1.996541966698097e-05,-0.00011481675593175212,0.00023366119146711755,-0.00014865433201777448,-6.975297736688262e-05,-0.00037404862009066223,0.00017973486249533996,-4.420656355232326e-05,-0.00013250053179668535,-0.00023782785039977726,-4.590481356965464e-05,-0.0006675735649140933
C(profession)[T.designer],-0.00036737210377008246,-0.0007259596686694545,-0.00011376984580048888,3.0413859441768313e-06,0.00013860473818189865,-0.00014865433201777448,0.0002033889338265128,9.395732868430079e-05,0.00038857845492716635,-0.00016427567670427464,5.8677933300359346e-05,0.00014398479790422614,0.00024324153870385344,5.686227085558583e-05,0.0006596337083527317
C(profession)[T.driver],-0.00021451097512468825,-0.0003589780587992192,-5.4654913605031046e-05,6.542689122201328e-06,7.24002008166877e-05,-6.975297736688262e-05,9.395732868430079e-05,8.492157055038575e-05,0.0001978301539835036,-7.047909120589764e-05,3.801148113330515e-05,7.921959584144011e-05,0.00012700567914862787,3.690827107875432e-05,0.00031963305357766053
C(profession)[T.lawyer],-0.0007114156138414098,-0.0016958822042813953,-0.0002841289079443036,-2.2606456923448324e-05,0.0002921050077967928,-0.00037404862009066223,0.00038857845492716635,0.0001978301539835036,0.0010264638619728174,-0.0004388133039474107,0.00015827282037621248,0.0003921699111681214,0.0006736848482096048,0.00016379444436793582,0.0018417992346509576
C(profession)[T.manager],0.00023913406160173077,0.0007723668203914034,0.00013253074939062606,2.2196324026382913e-05,-0.0001248969752617037,0.00017973486249533996,-0.00016427567670427464,-7.047909120589764e-05,-0.0004388133039474107,0.00027686089253308333,-5.092721619810163e-05,-0.00015272835055213835,-0.0002747183269175502,-5.3517048112168386e-05,-0.0007814564777237762
C(profession)[T.receptionist],-0.00014577010083486033,-0.00022291876351988174,-3.592099243411443e-05,4.516139552978548e-06,4.3341160076807547e-05,-4.420656355232326e-05,5.8677933300359346e-05,3.801148113330515e-05,0.00015827282037621248,-5.092721619810163e-05,9.102446387009476e-05,5.2605011791392185e-05,8.882970112519111e-05,2.6077930727005616e-05,0.00023183155691970062
C(profession)[T.salesperson],-0.00028984808871237343,-0.0006080361612971288,-0.00010258846629355812,-3.38846883961066e-06,0.00010728506519288421,-0.00013250053179668535,0.00014398479790422614,7.921959584144011e-05,0.0003921699111681214,-0.00015272835055213835,5.2605011791392185e-05,0.00019840007869857348,0.00027707451379971077,8.42114918960181e-05,0.0006920212334509359
C(profession)[T.secretary],-0.0004549579289749457,-0.0010622920002218243,-0.00018244049145026093,-1.4068642571897745e-05,0.00018082533431305743,-0.00023782785039977726,0.00024324153870385344,0.00012700567914862787,0.0006736848482096048,-0.0002747183269175502,8.882970112519111e-05,0.00027707451379971077,0.0004962409242960682,0.00013275794953311165,0.0012429870725004291
C(profession)[T.teacher],-0.00013967142010388916,-0.00022173423280180777,-3.747312000364116e-05,3.1584831265071393e-06,4.119457737339988e-05,-4.590481356965464e-05,5.686227085558583e-05,3.690827107875432e-05,0.00016379444436793582,-5.3517048112168386e-05,2.6077930727005616e-05,8.42114918960181e-05,0.00013275794953311165,0.00010491164322873641,0.0002723621580828352
C(syntactic_role)[T.subject],-0.0011323509062215757,-0.0029874164247340727,-0.0005019904940162257,-5.910160237512302e-05,0.0004924537189468973,-0.0006675735649140933,0.0006596337083527317,0.00031963305357766053,0.0018417992346509576,-0.0007814564777237762,0.00023183155691970062,0.0006920212334509359,0.0012429870725004291,0.0002723621580828352,0.003901944513077143
