,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.016982162766907984,-5.761461535718825e-05,-0.00043037899032023915,-0.0011484986155648595,-0.0009814364327847202,-0.0010922857235718176,-0.00014386579817586258,-0.00155575910946309,0.0002997695231959246,-0.00012770226220824193,0.0003849322974710536,-0.00036699076425697946,-0.003734950185114376,-8.450750237219179e-05,0.0009323563093767337
C(profession)[T.carpenter],-5.761461535718825e-05,0.018849579204786117,-0.0003767470557256976,-0.00054772246553218,-0.0005079470240047632,-0.0005343388705077272,-0.00030853180478118,-0.0006446861570906033,-0.00020290771624186082,-0.00030468346657989433,-0.00018263151194146144,-0.00036165510231187306,-0.001163524626501096,-0.0002943993279701859,0.00021436797421118723
C(profession)[T.cashier],-0.00043037899032023915,-0.0003767470557256976,0.01826424781994442,-0.0009488211522588195,-0.0008593910056867512,-0.0009187297989334538,-0.0004110306205082687,-0.001166831985458187,-0.00017354795892234788,-0.0004023781094051867,-0.0001279594285914989,-0.0005304717656499113,-0.0023333759277735216,-0.00037925549937492574,0.0004812404839239789
C(profession)[T.ceo],-0.0011484986155648595,-0.00054772246553218,-0.0009488211522588195,0.015949309922245563,-0.0014045245900906824,-0.001516350611301341,-0.0005595738386531331,-0.0019839078172176907,-0.00011202949710588042,-0.0005432678803204517,-2.611632494903421e-05,-0.0007846648339238731,-0.004182300479076632,-0.0004996925169163337,0.0009061460832026736
C(profession)[T.cleaner],-0.0009814364327847202,-0.0005079470240047632,-0.0008593910056867512,-0.0014045245900906824,0.016771878576816498,-0.0012264953798740456,-0.00046893955846261646,-0.0015966973886500128,-0.00011458331678632037,-0.0004560288419699503,-4.6559065399908226e-05,-0.0006471618969321911,-0.0033373386817375245,-0.0004215267813422284,0.0007173462324057751
C(profession)[T.cook],-0.0010922857235718176,-0.0005343388705077272,-0.0009187297989334538,-0.001516350611301341,-0.0012264953798740456,0.01649645477869379,-0.0004343577398589678,-0.0015175003521416609,-9.402018243848104e-05,-0.0004219577841112792,-2.8687037881039822e-05,-0.0006055294259159253,-0.0031892801498746683,-0.00038882065921001335,0.0006886738414519994
C(profession)[T.designer],-0.00014386579817586258,-0.00030853180478118,-0.0004110306205082687,-0.0005595738386531331,-0.00046893955846261646,-0.0004343577398589678,0.018832708248098087,-0.000504631711273299,-0.00017764182620192854,-0.0002529728922497555,-0.0001626340460551309,-0.0002951414249301145,-0.0008886588972927464,-0.0002453609107878882,0.00015849252695943593
C(profession)[T.driver],-0.00155575910946309,-0.0006446861570906033,-0.001166831985458187,-0.0019839078172176907,-0.0015966973886500128,-0.0015175003521416609,-0.000504631711273299,0.014876068476663219,-2.9710133247596217e-05,-0.0003659938229124008,3.728575498566185e-05,-0.0005542374055603437,-0.003203745184461739,-0.00033201335049999164,0.0007053345810140895
C(profession)[T.lawyer],0.0002997695231959246,-0.00020290771624186082,-0.00017354795892234788,-0.00011202949710588042,-0.00011458331678632037,-9.402018243848104e-05,-0.00017764182620192854,-2.9710133247596217e-05,0.0189802049097629,-0.000173356953082136,-0.00022529406189185206,-0.00014911365396475207,0.00019210812206156872,-0.00017773319127943786,-9.051767551756165e-05
C(profession)[T.manager],-0.00012770226220824193,-0.00030468346657989433,-0.0004023781094051867,-0.0005432678803204517,-0.0004560288419699503,-0.0004219577841112792,-0.0002529728922497555,-0.0003659938229124008,-0.000173356953082136,0.018886870197428754,-0.00016160314645421775,-0.00023534691389883025,-0.000565654666025104,-0.000207642776292653,8.815724656823126e-05
C(profession)[T.receptionist],0.0003849322974710536,-0.00018263151194146144,-0.0001279594285914989,-2.611632494903421e-05,-4.6559065399908226e-05,-2.8687037881039822e-05,-0.0001626340460551309,3.728575498566185e-05,-0.00022529406189185206,-0.00016160314645421775,0.018944239570254977,-0.00012517602253539795,0.00035575493702510796,-0.00016551348781444257,-0.0001277010506974741
C(profession)[T.salesperson],-0.00036699076425697946,-0.00036165510231187306,-0.0005304717656499113,-0.0007846648339238731,-0.0006471618969321911,-0.0006055294259159253,-0.0002951414249301145,-0.0005542374055603437,-0.00014911365396475207,-0.00023534691389883025,-0.00012517602253539795,0.01862850868162572,-0.0009379158247998341,-0.0002144975120882112,0.000177806288545302
C(profession)[T.secretary],-0.003734950185114376,-0.001163524626501096,-0.0023333759277735216,-0.004182300479076632,-0.0033373386817375245,-0.0031892801498746683,-0.0008886588972927464,-0.003203745184461739,0.00019210812206156872,-0.000565654666025104,0.00035575493702510796,-0.0009379158247998341,0.008884155660960657,0.000508693549268465,-0.0008252494642132795
C(profession)[T.teacher],-8.450750237219179e-05,-0.0002943993279701859,-0.00037925549937492574,-0.0004996925169163337,-0.0004215267813422284,-0.00038882065921001335,-0.0002453609107878882,-0.00033201335049999164,-0.00017773319127943786,-0.000207642776292653,-0.00016551348781444257,-0.0002144975120882112,0.000508693549268465,0.019019191656059017,-0.00015632265583621224
C(syntactic_role)[T.subject],0.0009323563093767337,0.00021436797421118723,0.0004812404839239789,0.0009061460832026736,0.0007173462324057751,0.0006886738414519994,0.00015849252695943593,0.0007053345810140895,-9.051767551756165e-05,8.815724656823126e-05,-0.0001277010506974741,0.000177806288545302,-0.0008252494642132795,-0.00015632265583621224,0.019224827579559695
