,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914289543681492,0.00700431401744544,-0.10208740200882543
carpenter,2.755485914217379,0.08281180101539826,-0.15950443054281682
cashier,-1.0897032347479498,0.04001040226110315,-0.009140915348649125
ceo,0.7343053849500962,-0.007055915137265807,-0.0873834495318366
cleaner,-0.9361804469391364,-0.04808049336128949,0.3385818865076736
cook,-0.2812582377405981,0.030832752928725272,0.3542561979035591
designer,0.14134517061005783,0.0051782134944801704,-0.00371282463507782
driver,1.1257200416302062,-0.01407402316907882,-0.2430302566584889
lawyer,1.0376168971656496,0.03665807813568911,0.039911207805223906
manager,0.40290801100017015,-0.005675601479728251,-0.20136488581778852
receptionist,-1.821740254636902,-0.04418272196366288,0.09382967951261985
salesperson,0.3323806318722095,-0.008145234645296961,-0.09426934544550246
secretary,-1.9980345476955075,-0.018847280725853965,0.028452522637529752
teacher,-0.9942742839560285,-0.05643429136873053,0.04546201561613902
