,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.7508171787672071,0.012754542858170712,-0.11912011116979784,-0.11008668475858127,-0.3253515248710357,-0.04493914594103254,-0.01579242587793589,-0.36437758960165495,-0.049335996353943486,-0.12002516620636117
accountant,-0.1183772625739122,0.030522714674190005,-0.02650690084252503,-0.020693275507520856,0.05488552878645106,0.022967581894651676,0.037275940606923436,-0.02890342660213016,0.02659962075224392,0.005331136834724637
administrator,-0.45518162636805365,-0.15331893711975672,0.4562832294214628,0.39473767953782024,0.506672386803671,0.05850696999229232,0.09184129555820592,0.13744833627866118,0.01665173784605946,-0.009067793578005728
agronomist,0.5198150431567098,-0.012850487537102447,-0.008443824641737253,-0.037637145270095665,0.03966359405996829,-0.031575067575907126,0.18669558552832494,0.19227000906142527,0.06439523489993493,0.06837153049654535
bodyguard,1.0299225041091598,-0.05658626504257344,-0.11311632093354133,-0.17255468913796215,-0.08879576471366701,-0.09555457909640419,0.03629537495516179,-0.07766517369827615,-0.03874095189756707,-0.012990885098618232
bookbinder,0.8559385493757661,0.21457377614921358,-0.230460273487446,-0.04503623689806771,-0.13924161363216142,0.032095253331852654,0.0011634806756411278,-0.5093878979425112,0.0066808386605313255,0.10682444407131977
builder,1.5450218310967245,0.10511451139492371,-0.28158173056057517,-0.14894291522081615,-0.5414100976966136,-0.056020775196211715,-0.013756201935131822,-0.555589191865269,-0.05104352450443603,-0.03035178705926686
cashier,-1.931733123234185,0.026382294937887244,0.3520952872014265,0.3529611066841737,0.6506352936613791,0.13689751042261925,-0.054419087221189835,0.014371630216622265,0.02333355759180953,0.03876071045984965
chauffeur,2.1302112263519373,-0.021024528766019096,-0.29741107245286835,-0.3018806759973308,-0.4839773469758474,-0.12613102894964048,0.1439396820286421,-0.0750914329400974,0.031247299777846134,-0.059014404135040166
colonel,2.2686081249413363,-0.10969006301032533,-0.33525664986596404,-0.39439972417659663,-0.5538960102427175,-0.13953630854605611,0.22559942217224943,0.23881524270002777,0.08719844660070533,-0.08237135472457158
doctor,0.1453679712528964,0.03423770887181076,-0.06942369959878542,-0.03346460652868667,-0.017261724897051675,0.004165961645664375,0.008028698783944535,0.10681915341556067,0.04562656637019177,0.05433569077944004
electrician,1.6250798154045691,-0.048321927594705064,-0.37940782084721153,-0.4508519385914651,-0.522960337619133,-0.164991609734977,0.07982486702027172,-0.13910122098092165,-0.03131632526519096,-0.12253688107529857
farmer,2.7821112438754283,-0.05646953531918708,-0.5201520282111638,-0.5587168752889908,-0.7847210499606894,-0.20709092017071792,0.19347072985691302,-0.07772729115025159,-0.003461874631557546,-0.06328870791236546
farmhand,0.997495556597269,-0.12382223299560272,-0.07204074224382953,-0.2092809649259346,-0.1465167786887993,-0.14042875738501182,0.12947836767678206,-0.03622443958701724,-0.04836861947230926,-0.10083694254650336
fisherman,3.214606841476747,-0.24036434250293273,-0.288037481972176,-0.42575274445925265,-0.4398899170906212,-0.2457253653560418,0.21361831161699776,0.14919994360516609,0.004053426761438196,-0.08194036546852382
