,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,1.8929266454364098,-0.06460506435787233,-0.23149400957596383,-0.2580598691099804,-0.2901227903860508,-0.11969786234723834,0.09968717780096453,-0.08703494417919543,-0.006143631811754279,-0.03173857165863637
C(tense)[T.past perfect],-0.06460506435787233,0.010733110699387377,0.0029574850544070307,0.009064106083185539,0.009305807092965428,0.005408526625630035,-0.006221214583255302,-0.0013704961493944791,0.0010498225636939743,0.007420711707463551
C(tense)[T.present continuous],-0.23149400957596383,0.0029574850544070307,0.04460873320082589,0.04409636929997841,0.05178863083012934,0.015423967445355055,-0.008270369922162011,0.010922246537547168,0.0007253617139699063,0.0017447614786722974
C(tense)[T.present perfect],-0.2580598691099804,0.009064106083185539,0.04409636929997841,0.051134616927337485,0.06077900640566156,0.02030511730966914,-0.012366165128183082,0.0073514559703756225,0.002224532988153276,0.008757728691278813
C(tense)[T.simple future],-0.2901227903860508,0.009305807092965428,0.05178863083012934,0.06077900640566156,0.11527783556329159,0.02445290452497539,-0.01320449835013689,0.00671255020675622,0.004319894095249804,0.020328284228902867
C(tense)[T.simple past],-0.11969786234723834,0.005408526625630035,0.015423967445355055,0.02030511730966914,0.02445290452497539,0.011388239964314336,-0.006013982108000453,0.0028430133476066116,0.001704447781743992,0.004031196913909328
C(semantic_role)[T.patient],0.09968717780096453,-0.006221214583255302,-0.008270369922162011,-0.012366165128183082,-0.01320449835013689,-0.006013982108000453,0.013746392795901065,-0.0017583988538754597,0.0023067203926279553,-0.004537053112710961
C(syntactic_role)[T.subject],-0.08703494417919543,-0.0013704961493944791,0.010922246537547168,0.0073514559703756225,0.00671255020675622,0.0028430133476066116,-0.0017583988538754597,0.04041795128952296,0.003508560775584882,0.004413480517562415
"C(valence, Treatment(reference='-val'))[T.+val]",-0.006143631811754279,0.0010498225636939743,0.0007253617139699063,0.002224532988153276,0.004319894095249804,0.001704447781743992,0.0023067203926279553,0.003508560775584882,0.00270745523017071,0.001969972898592715
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.03173857165863637,0.007420711707463551,0.0017447614786722974,0.008757728691278813,0.020328284228902867,0.004031196913909328,-0.004537053112710961,0.004413480517562415,0.001969972898592715,0.013226682424233539
