predictor,unique_r2,relative_r2
profession_embedding_7,0.1884918103259513,0.3424812683304979
profession_embedding_8,0.15078121710034353,0.2739627911878149
profession_embedding_9,0.04348549197596674,0.07901121231819552
profession_embedding_4,0.03803189792884898,0.06910227355323427
profession_embedding_10,0.0361314816274203,0.06564930133049554
profession_embedding_5,0.03208499627709582,0.05829701672638769
profession_embedding_2,0.031769457635016485,0.057723696993505186
C(tense),0.018513788774741302,0.03363873395990917
lex_emb_norm,0.0037850412551069246,0.006877252266242389
log_frequency,0.0030004295521111057,0.005451647563712967
profession_embedding_3,0.0026677465083003726,0.004847177212458329
C(syntactic_role),0.0008773891569089365,0.0015941772258326484
"C(dominance, Treatment(reference='-dom'))",0.0006309852672684579,0.0011464722751522495
C(semantic_role),5.928419825318443e-05,0.00010771676167042414
"C(valence, Treatment(reference='-val'))",4.673524188048006e-05,8.491586391621459e-05
profession_embedding_6,1.3399573272288023e-05,2.434643097461312e-05
