,Group
CEO,0.3442738408077008
accountant,-0.21144398661890737
administrator,-0.21614186523361553
agronomist,0.5837377693677381
bodyguard,0.9243889004837037
bookbinder,0.6300742970721599
builder,1.037368036943027
cashier,-1.6354360168893038
chauffeur,1.9628792678779747
colonel,2.1397796601351247
doctor,0.5003412047089337
electrician,1.3025692563145144
farmer,2.352147827152185
farmhand,0.9989958207427027
fisherman,3.109635563355628
hairdresser,-1.3147727064627917
hawker,0.008991070052617291
housekeeper,-2.842023900896594
manager,-0.16369435040744845
midwife,-5.547119831013105
molder,-0.48307355722225903
nurse,-3.3527659487566246
paralegal,-1.7471918965150437
programmer,0.40268429457807675
salesperson,-0.4002590680526879
scientist,0.25324255849803434
scrivener,1.0423930918659472
secretary,-2.7086891925237553
sergeant,1.1232868465909631
soldier,1.8649371418292802
solicitor,0.06688236003658907
teacher,-1.206532354563137
tradesperson,0.4188451351728021
welder,0.7616907320922359
