,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
Group,1.2535694909120565,0.05989209506754583,-0.04829433764254357
C(semantic_role)[T.patient],0.05989209506754583,0.005364987600712223,0.0014596484341988492
C(syntactic_role)[T.subject],-0.04829433764254357,0.0014596484341988492,0.019133456790511226
