,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175044707954174,0.016024627464178993,-0.03733834860778702
carpenter,2.4492422390414177,0.17374173515687835,-0.021911740579555642
cashier,-0.9265687140574053,-0.03616792928955362,0.17870431906930861
ceo,0.37042882180601927,0.09625563357946637,0.0378999712852494
cleaner,-0.6055695578353887,-0.10018632567921214,-0.15697178159417466
cook,-0.15163955819779681,0.015274024580361393,0.1412714542216932
designer,-0.026404644635183487,0.0383247020124152,0.16971116655260785
driver,1.206576010003054,0.021798798028971382,-0.11998067506943717
lawyer,1.0213132220341339,-0.02577415629896122,-0.3450509159916985
manager,0.3813877130183794,0.0049775976535322945,0.022747338157518397
receptionist,-1.9295538985258993,-0.0528180828525046,0.008409154700570423
salesperson,0.04435077260401456,-0.011087790812036069,0.07403612575473253
secretary,-1.6728954840758292,-0.07633015018857911,-0.03167612476183107
teacher,-0.7781713921794291,-0.0640326833652584,0.08015005686886917
