predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2
male_perc:C(tense),0.14286880992526554,0.010740153966844877,0.25335129647222254,500,0,0.5639158429999576
male_perc,0.14221047735861994,0.010740153966844839,0.25218386595077563,500,0,0.5639158429999576
male_perc:C(semantic_role),0.13713080792646007,0.010602508015849724,0.24317601576317194,500,0,0.5639158429999576
male_perc:C(syntactic_role),0.13013108353741917,0.010304270573479666,0.23076330476040371,500,0,0.5639158429999576
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0029998570086933714,5.430649567678824e-05,0.005319689180453824,500,0,0.5639158429999576
"C(tense):C(valence, Treatment(reference='-val'))",0.0018409095002484839,9.550187582882535e-05,0.003264511049122311,500,0,0.5639158429999576
C(semantic_role):C(tense),0.0016119807304086889,9.114619370516723e-05,0.002858548399408616,500,0,0.5639158429999576
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0016073610792114701,0.00010195430557864027,0.0028503563061121357,500,0,0.5639158429999576
C(syntactic_role):C(tense),0.0015911317738601998,8.611037700780407e-05,0.0028215766476706694,500,0,0.5639158429999576
C(tense),0.0009255205087978148,8.338546654870409e-05,0.0016412387066023334,500,0,0.5639158429999576
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0007808887099850115,4.009997123887172e-05,0.0013847610768138506,500,0,0.5639158429999576
C(semantic_role),0.0002170149409873374,1.3297608364595056e-05,0.00038483568724164,500,0,0.5639158429999576
