,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
Group,1.5411142044091783,0.029082001992510213,-0.11422256263311437
C(semantic_role)[T.patient],0.029082001992510213,0.0020610730718785973,-0.0013776311547815333
C(syntactic_role)[T.subject],-0.11422256263311437,-0.0013776311547815333,0.030277666128823637
