predictor,unique_r2,relative_r2
profession_embedding_9,0.1786692691200894,0.5878391416023886
profession_embedding_3,0.0368652028185239,0.12129007571678929
profession_embedding_8,0.025612930671886636,0.08426901421958308
profession_embedding_5,0.013373712376475333,0.04400080462712628
lex_emb_norm,0.010872904067517841,0.03577290389808927
profession_embedding_10,0.007927048092338573,0.026080753388592733
profession_embedding_1,0.006651124945236453,0.021882843075101698
C(tense),0.004674346004029495,0.015379049548327153
profession_embedding_6,0.004378016081288738,0.01440409549902197
profession_embedding_7,0.004264128321678773,0.014029393776796066
log_frequency,0.0033615641975519583,0.011059870687678764
profession_embedding_4,0.003358278713943341,0.011049061129472421
"C(dominance, Treatment(reference='-dom'))",0.001559269725379231,0.005130147906282881
"C(valence, Treatment(reference='-val'))",0.00143708729418901,0.004728155913907979
C(semantic_role),0.0006236061522625347,0.002051724435037491
profession_embedding_2,0.0002829557257271187,0.0009309516501750109
C(syntactic_role),3.1006058584859275e-05,0.00010201292562934467
