,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914290083886282,0.00700426580549661,-0.10208745788886596
carpenter,2.7554859011376456,0.08281194883264788,-0.15950454047766174
cashier,-1.089703577463766,0.0400110817970389,-0.00914092493580059
ceo,0.7343055257266256,-0.007056143623085452,-0.08738349529588803
cleaner,-0.9361803651087768,-0.048080844593501745,0.3385820736235885
cook,-0.2812584498502745,0.030832995674384436,0.35425637312340796
designer,0.14134516512313514,0.005178228501089619,-0.003712828196834463
driver,1.125720280645741,-0.014074364587087967,-0.24303038183214873
lawyer,1.0376168589041603,0.036658149997439354,0.03991121628426421
manager,0.4029081074113885,-0.005675687243510275,-0.2013649889315037
receptionist,-1.8217402964331084,-0.04418271208881672,0.09382974390735421
salesperson,0.33238072331870455,-0.008145366043989626,-0.09426939302325678
secretary,-1.9980347320611536,-0.01884695274109409,0.028452548638434876
teacher,-0.9942741496676716,-0.05643459968561664,0.04546205500020255
