predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
log_frequency:lex_emb_norm,0.02824748378866545,3.5038761576318555e-05,0.6115684779168664,500,0,0.046188586901801165,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.00274230874211261,0.0001970503982440511,0.059371999146517966,500,0,0.046188586901801165,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.002318670454888078,0.00018492109908615085,0.0502000734470978,500,0,0.046188586901801165,OLS fixed-effect R2
C(tense):C(syntactic_role),0.002316141793624317,0.0001782228508360336,0.05014532699492474,500,0,0.046188586901801165,OLS fixed-effect R2
C(tense),0.002096136999656512,0.00018422392549910532,0.045382141785653356,500,0,0.046188586901801165,OLS fixed-effect R2
C(tense):C(semantic_role),0.0019693204146763563,0.00017762636473892505,0.04263651578826632,500,0,0.046188586901801165,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.0008880907309744724,1.112577922525572e-05,0.01922749299221017,500,0,0.046188586901801165,OLS fixed-effect R2
C(tense):log_frequency,0.0007990718688887906,5.0924683449537926e-05,0.017300201683754696,500,0,0.046188586901801165,OLS fixed-effect R2
C(semantic_role):log_frequency,0.0005236503557060967,4.9077431558242095e-05,0.011337223994737031,500,0,0.046188586901801165,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0005080202198542727,4.794700792888265e-05,0.01099882576910925,500,0,0.046188586901801165,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.0004562009773742224,4.853847113196035e-05,0.009876919992034492,500,0,0.046188586901801165,OLS fixed-effect R2
log_frequency,0.0004530121510170102,4.853370498257493e-05,0.009807880721272826,500,0,0.046188586901801165,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.0004364195036393621,4.737287642275222e-05,0.009448643764902526,500,0,0.046188586901801165,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0002955151846531583,2.0850061381677456e-05,0.006398013112664298,500,0,0.046188586901801165,OLS fixed-effect R2
C(tense):lex_emb_norm,0.00029326786310250163,1.9637070052035697e-05,0.006349357769398773,500,0,0.046188586901801165,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.00026037489811858873,2.1707264522510654e-05,0.005637212904394682,500,0,0.046188586901801165,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.00022864988999907098,1.4485883538671714e-05,0.004950354737744847,500,0,0.046188586901801165,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.00021271685460168643,1.4372975797400678e-05,0.004605398624857937,500,0,0.046188586901801165,OLS fixed-effect R2
lex_emb_norm,0.00017591786953752785,2.1698841996344546e-05,0.0038086869795678417,500,0,0.046188586901801165,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",0.00016429907657015773,1.4265557479524486e-05,0.0035571358119152754,500,0,0.046188586901801165,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0001598277199182845,1.2030718661433098e-05,0.003460329285632505,500,0,0.046188586901801165,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.00015837452171962862,1.851613891642327e-05,0.003428867006828751,500,0,0.046188586901801165,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.00014537543947914155,1.843620392059329e-05,0.0031474320655926476,500,0,0.046188586901801165,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.00012775378048597008,1.672312348563903e-05,0.0027659166269273375,500,0,0.046188586901801165,OLS fixed-effect R2
C(syntactic_role),0.00012019892560052581,1.0761685810649316e-05,0.0026023512227398007,500,0,0.046188586901801165,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",6.276179722858854e-05,2.220682614042556e-06,0.0013588161370258567,500,0,0.046188586901801165,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",1.910065425788998e-05,1.7318008933884212e-06,0.0004135362334963561,500,0,0.046188586901801165,OLS fixed-effect R2
C(semantic_role),9.924425451002472e-06,8.830409865949405e-07,0.00021486748386786997,500,0,0.046188586901801165,OLS fixed-effect R2
