predictor,unique_r2,relative_r2
profession_embedding_5,0.07291270754652668,0.17551170058169954
profession_embedding_4,0.07080282461593701,0.17043289945584925
log_frequency,0.06400642895921549,0.15407296715219562
profession_embedding_7,0.04726544783483877,0.11377494276912692
profession_embedding_3,0.04386214833378055,0.10558269613449989
profession_embedding_6,0.03646248957559206,0.08777062007704184
profession_embedding_1,0.029114473758679593,0.07008285623828191
profession_embedding_9,0.01629859907711917,0.03923314518664824
C(syntactic_role),0.009528695287895017,0.02293698273700918
C(tense),0.009486132571238315,0.022834527965637154
profession_embedding_10,0.00722800746380281,0.0173988859346601
profession_embedding_8,0.006077244761112932,0.014628829442296107
profession_embedding_2,0.0022032713396085146,0.005303600876580406
"C(dominance, Treatment(reference='-dom'))",0.00011345942275364784,0.0002731136574760118
"C(valence, Treatment(reference='-val'))",6.739584365356155e-05,0.0001622317909978425
