predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.2686764409009422,0.0013259310041074384,0.8346531406080787,500,0,0.0,0.32190191090061737
log_frequency,0.034029786874135326,0.0013259310041074414,0.10571477124483905,500,0,0.0,0.32190191090061737
C(syntactic_role),0.009528695287894798,8.093657041772137e-18,0.0296012386544566,500,0,0.0,0.32190191090061737
C(tense),0.009486132571238362,8.509122882361532e-18,0.029469016026335643,500,0,0.0,0.32190191090061737
"C(dominance, Treatment(reference='-dom'))",0.00011345942275359411,8.425273267026583e-18,0.00035246582549372654,500,0,0.0,0.32190191090061737
"C(valence, Treatment(reference='-val'))",6.739584365347561e-05,7.742621789581773e-18,0.00020936764079751958,500,0,0.0,0.32190191090061737
