predictor,unique_r2,relative_r2
profession_embedding_9,0.18838551956107363,0.6759088446887154
log_frequency,0.021898548389277628,0.07856985280313981
profession_embedding_3,0.01472834878885032,0.052843876945737826
profession_embedding_10,0.011711802130754623,0.04202080216072462
profession_embedding_7,0.009461069147867485,0.033945392045814815
profession_embedding_5,0.008154975524940933,0.0292592556921054
profession_embedding_6,0.007203165034209036,0.025844252614097434
profession_embedding_1,0.004857297754067846,0.017427509932347686
C(tense),0.004674346004029717,0.016771096921994407
lex_emb_norm,0.002713150027283673,0.009734517306219716
"C(dominance, Treatment(reference='-dom'))",0.001559269725379564,0.005594507481758515
"C(valence, Treatment(reference='-val'))",0.001437087294189121,0.0051561288521291965
profession_embedding_4,0.000691682656832282,0.00248168981649974
C(semantic_role),0.0006236061522630898,0.0022374379670952985
profession_embedding_2,0.00031439655949061507,0.001128024148536088
profession_embedding_8,0.0002691165545345431,0.0009655639132235968
C(syntactic_role),3.10060585849703e-05,0.00011124670986043414
