predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.4693825209575281,0.00017816182150130617,0.8649961821826492,500,0,0.0,0.5426411475864932
lex_emb_norm,0.025308556103636668,0.0001107191189951883,0.04663958163917649,500,0,0.0,0.5426411475864932
C(syntactic_role),0.023244816711741768,8.671673159241207e-18,0.04283644322795611,500,0,0.0,0.5426411475864932
C(tense),0.01694412930383216,5.935457741653627e-18,0.031225293878274104,500,0,0.0,0.5426411475864932
log_frequency,0.003911738739672092,9.963579454053833e-05,0.007208702762535325,500,0,0.0,0.5426411475864932
"C(valence, Treatment(reference='-val'))",0.00343225514957673,5.6838773454039344e-18,0.006325091941225582,500,0,0.0,0.5426411475864932
C(semantic_role),0.00029769890687930347,5.4196239708855405e-18,0.0005486110078518371,500,0,0.0,0.5426411475864932
"C(dominance, Treatment(reference='-dom'))",0.0001194317136266696,5.605174947783621e-18,0.0002200933603318997,500,0,0.0,0.5426411475864932
