predictor,unique_r2,relative_r2
profession_embedding_1,0.05705590459115384,0.6329437287387717
log_frequency,0.01654756287828929,0.18356866348496353
profession_embedding_2,0.004158040589326117,0.04612678974619706
lex_emb_norm,0.0036832147861189934,0.04085935920527639
profession_embedding_5,0.0029572866164983003,0.03280635074333587
C(tense),0.0026311513221795035,0.02918840285978832
C(syntactic_role),0.001148749821280437,0.01274353636980052
"C(valence, Treatment(reference='-val'))",0.0008780446355208804,0.009740496616222746
profession_embedding_3,0.0008458286257481129,0.009383111670759597
profession_embedding_4,9.795219481867345e-05,0.0010866224603910707
C(semantic_role),8.292639094520382e-05,0.0009199352717622905
"C(dominance, Treatment(reference='-dom'))",5.7061232445088095e-05,0.0006330028327308912
