,Group
CEO,0.210025988784745
accountant,0.11123414888643514
administrator,0.038819412922531604
agronomist,0.7832090513202771
bodyguard,0.8497320362502799
bookbinder,0.49213031039188365
builder,1.3558307041247073
cashier,-1.7374311404632132
chauffeur,1.216894000280429
colonel,1.5166054328692027
doctor,0.049633669569410434
electrician,1.3327234050560255
farmer,1.4055276698724064
farmhand,0.7737057677594638
fisherman,2.236837163042656
hairdresser,-1.540196816178674
hawker,0.23415033446918018
housekeeper,-3.043613936365362
manager,-0.05425560795822495
midwife,-4.240561857740046
molder,0.6505210818704455
nurse,-2.9924788667089484
paralegal,-1.3329735685744701
programmer,0.6039973015598197
salesperson,-0.39816788639152884
scientist,0.0448576186700426
scrivener,1.4564450915560347
secretary,-2.5282555675928973
sergeant,1.0370150679396142
soldier,1.4097911292780834
solicitor,-0.09208974199936476
teacher,-1.2748320647912434
tradesperson,0.48136588902908417
welder,0.9438047798587412
