,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.013042690608028821,-4.3614728481820487e-05,-2.1796476173184693e-05,0.0002997214454945246,0.0004526803811494901,9.922729137451085e-05,0.00021562766737425628,0.0003408852148278374,0.0001115649935619827,0.0002650460088161255,0.0003644255506073115,0.000283243470200207,0.00022413159093609002,0.00046419989888067935,1.848724959974256e-05
C(profession)[T.carpenter],-4.3614728481820487e-05,0.010737909484659944,-0.0010825867317929253,7.711692655719437e-05,0.0006288343434817856,-0.0006460583253981645,-0.00022620632719696175,0.00022559317209400667,-0.000601556674319408,-4.79561348965918e-05,0.00031050232235292315,1.7681458253131065e-05,-0.00019553297864316458,0.0006703848324365238,-5.44508453757825e-05
C(profession)[T.cashier],-2.1796476173184693e-05,-0.0010825867317929253,0.011151248708226941,4.762442026606922e-05,0.0005057580393188087,-0.00055288389291093,-0.00020424832422682342,0.0001709157241555623,-0.0005159307320402543,-5.623341081210438e-05,0.0002414223550963574,-1.7294434311352788e-06,-0.00017877787187126824,0.0005402606221523782,-4.516767164977934e-05
C(profession)[T.ceo],0.0002997214454945246,7.711692655719437e-05,4.762442026606922e-05,0.012576063725377827,-0.0004610215893332687,-8.319578013325925e-05,-0.00020762266314609018,-0.0003415174729467331,-9.638424120172322e-05,-0.00026044869689023935,-0.00036668105666514463,-0.00027990098283599117,-0.00021671298347010517,-0.0004733354471938113,1.704234796843378e-05
C(profession)[T.cleaner],0.0004526803811494901,0.0006288343434817856,0.0005057580393188087,-0.0004610215893332687,0.011325047006015547,0.0001246581619465933,-0.00019333337950690454,-0.0005355216263737067,9.095307376212204e-05,-0.0003283382232549908,-0.0005998309346299894,-0.0003780514543749628,-0.0002165650550266738,-0.0008724022088265796,4.254302179990373e-05
C(profession)[T.cook],9.922729137451085e-05,-0.0006460583253981645,-0.00055288389291093,-8.319578013325925e-05,0.0001246581619465933,0.012377552174364048,-0.00020117350506637047,-3.268886114060243e-05,-0.0003411488031390665,-0.00013470061116868705,-1.0246207645217264e-06,-0.00011022310172617469,-0.00018973482880155334,0.00013318242608222143,-1.993746651796801e-05
C(profession)[T.designer],0.00021562766737425628,-0.00022620632719696175,-0.00020424832422682342,-0.00020762266314609018,-0.00019333337950690454,-0.00020117350506637047,0.012766791526741551,-0.0001947298138901646,-0.00019706044630700287,-0.00019550058461001527,-0.0001944905682214979,-0.00019531563976217845,-0.00019591640693974698,-0.0001934765393270338,5.209369905010542e-07
C(profession)[T.driver],0.0003408852148278374,0.00022559317209400667,0.0001709157241555623,-0.0003415174729467331,-0.0005355216263737067,-3.268886114060243e-05,-0.0001947298138901646,0.012393492917552758,-4.567173303102947e-05,-0.0002552912752789368,-0.00039102072706310233,-0.0002801447955524218,-0.00019941165047810826,-0.0005272893931035538,2.161945495083238e-05
C(profession)[T.lawyer],0.0001115649935619827,-0.000601556674319408,-0.0005159307320402543,-9.638424120172322e-05,9.095307376212204e-05,-0.0003411488031390665,-0.00019706044630700287,-4.567173303102947e-05,0.012469220212844767,-0.00013240035733240587,-1.7728419255194323e-05,-0.00011140269396287257,-0.00017961063329455663,9.739907760460896e-05,-1.7024635245372626e-05
C(profession)[T.manager],0.0002650460088161255,-4.79561348965918e-05,-5.623341081210438e-05,-0.00026044869689023935,-0.0003283382232549908,-0.00013470061116868705,-0.00019550058461001527,-0.0002552912752789368,-0.00013240035733240587,0.012726426876973519,-0.0002616331660087818,-0.00021921868836277127,-0.00018833503191601633,-0.0003137613800480046,8.685265099683668e-06
C(profession)[T.receptionist],0.0003644255506073115,0.00031050232235292315,0.0002414223550963574,-0.00036668105666514463,-0.0005998309346299894,-1.0246207645217264e-06,-0.0001944905682214979,-0.00039102072706310233,-1.7728419255194323e-05,-0.0002616331660087818,0.012259226732759945,-0.0002769070236147257,-0.00018661640032317784,-0.0005533094818054807,2.4113647242247084e-05
C(profession)[T.salesperson],0.000283243470200207,1.7681458253131065e-05,-1.7294434311352788e-06,-0.00027990098283599117,-0.0003780514543749628,-0.00011022310172617469,-0.00019531563976217845,-0.0002801447955524218,-0.00011140269396287257,-0.00021921868836277127,-0.0002769070236147257,0.012690771906871444,-0.0001788804199899344,-0.00033387744434319587,1.058627154866252e-05
C(profession)[T.secretary],0.00022413159093609002,-0.00019553297864316458,-0.00017877787187126824,-0.00021671298347010517,-0.0002165650550266738,-0.00018973482880155334,-0.00019591640693974698,-0.00019941165047810826,-0.00017961063329455663,-0.00018833503191601633,-0.00018661640032317784,-0.0001788804199899344,0.01278958788566201,-0.00017887787553606983,9.992354911165757e-07
C(profession)[T.teacher],0.00046419989888067935,0.0006703848324365238,0.0005402606221523782,-0.0004733354471938113,-0.0008724022088265796,0.00013318242608222143,-0.0001934765393270338,-0.0005272893931035538,9.739907760460896e-05,-0.0003137613800480046,-0.0005533094818054807,-0.00033387744434319587,-0.00017887787553606983,0.011383754558767412,3.5298511842674215e-05
C(syntactic_role)[T.subject],1.848724959974256e-05,-5.44508453757825e-05,-4.516767164977934e-05,1.704234796843378e-05,4.254302179990373e-05,-1.993746651796801e-05,5.209369905010542e-07,2.161945495083238e-05,-1.7024635245372626e-05,8.685265099683668e-06,2.4113647242247084e-05,1.058627154866252e-05,9.992354911165757e-07,3.5298511842674215e-05,0.013520492248268522
