predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.4606441535677557,0.0008807888760408979,0.9179923490139543,500,0,0.0,0.5017951991239891
log_frequency,0.01920354473289856,0.0008979091033855009,0.038269686052045185,500,0,0.0,0.5017951991239891
C(tense),0.01851378877474137,1.2488185715411708e-17,0.03689510941328632,500,0,0.0,0.5017951991239891
lex_emb_norm,0.0018193181842837444,6.920266464332344e-05,0.003625618952632122,500,0,0.0,0.5017951991239891
C(syntactic_role),0.0008773891569089291,8.506822949765243e-18,0.0017485005006836148,500,0,0.0,0.5017951991239891
"C(dominance, Treatment(reference='-dom'))",0.0006309852672684859,9.637902369594655e-18,0.0012574557675522422,500,0,0.0,0.5017951991239891
C(semantic_role),5.928419825329323e-05,1.2513848284711911e-17,0.00011814421173576161,500,0,0.0,0.5017951991239891
"C(valence, Treatment(reference='-val'))",4.6735241880421e-05,1.3071279206194403e-17,9.313608811325662e-05,500,0,0.0,0.5017951991239891
