,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.00069700698584211,0.0012359573803086522,4.5115004579459585e-05,-0.000149079832658886,-0.00032352557239853934,0.00013860838345651906,-0.00032153591737390966,-0.0001880360821693138,-0.00047135237625033815,0.0001374244141962573,-9.369488407150264e-05,-0.00016821969482700677,-0.0002441790701466473,-6.474775775924327e-05,-0.0007119932310441597
C(profession)[T.carpenter],0.0012359573803086522,0.00346105858473201,0.00032361368839885863,-0.0002796410200143052,-0.000851481648246162,0.0006016493542598831,-0.0008825029477203262,-0.0004641033771665016,-0.001517052371282988,0.0006158876112917582,-0.00020407098962186123,-0.0004859188792885367,-0.0007937745460719786,-0.00013315173165185057,-0.0025422626595154895
C(profession)[T.cashier],4.5115004579459585e-05,0.00032361368839885863,0.00017913467119133993,-2.0460097613623887e-05,-8.266624265982017e-05,6.971009466871709e-05,-8.886346121176e-05,-4.516890924298911e-05,-0.00016540401636929418,7.203293034138797e-05,-2.0313792659450098e-05,-5.343841526934527e-05,-9.04224972725794e-05,-1.43405516704063e-05,-0.0002680426162660656
C(profession)[T.ceo],-0.000149079832658886,-0.0002796410200143052,-2.0460097613623887e-05,0.0001508300639530856,5.408117678781258e-05,-3.883074137103141e-05,5.2108747937708475e-05,2.5262570412045637e-05,7.542146089741146e-05,-3.7818197881578225e-05,4.751139098486685e-06,1.762748381069677e-05,2.9870701180481197e-05,-1.955555244979588e-06,0.00013141535103283728
C(profession)[T.cleaner],-0.00032352557239853934,-0.000851481648246162,-8.266624265982017e-05,5.408117678781258e-05,0.0003046401298669894,-0.00014398540556945994,0.00019164473756528737,9.590212390254342e-05,0.0003170589242837461,-0.00014480459084640723,3.208690150212151e-05,9.11938139404566e-05,0.00015346499220072693,1.3557204356388185e-05,0.0005317115039136364
C(profession)[T.cook],0.00013860838345651906,0.0006016493542598831,6.971009466871709e-05,-3.883074137103141e-05,-0.00014398540556945994,0.0002626116478486471,-0.0001492640450669055,-7.348009003186739e-05,-0.0002710656495140215,0.0001255832764321125,-2.788030403528825e-05,-8.173760048910403e-05,-0.00014076402612006765,-1.5951080682693023e-05,-0.00044998564904016517
C(profession)[T.designer],-0.00032153591737390966,-0.0008825029477203262,-8.886346121176e-05,5.2108747937708475e-05,0.00019164473756528737,-0.0001492640450669055,0.00032657364449147145,0.00010882559344058168,0.00035278226859817733,-0.00015218169305166904,4.15978054775858e-05,0.00010701807954288161,0.0001768221028618946,2.256324048137952e-05,0.0005852862656590967
C(profession)[T.driver],-0.0001880360821693138,-0.0004641033771665016,-4.516890924298911e-05,2.5262570412045637e-05,9.590212390254342e-05,-7.348009003186739e-05,0.00010882559344058168,0.00019394654958940766,0.00018851103401881347,-7.301415319666843e-05,2.715464688653956e-05,6.053902202119539e-05,9.591622626048963e-05,1.6719004444877873e-05,0.00030586970171032554
C(profession)[T.lawyer],-0.00047135237625033815,-0.001517052371282988,-0.00016540401636929418,7.542146089741146e-05,0.0003170589242837461,-0.0002710656495140215,0.00035278226859817733,0.00018851103401881347,0.0007939256246023899,-0.00028868833053484526,0.00011290732733248505,0.00025399759288994,0.00041162393109478885,8.363629177913251e-05,0.001257049800905029
C(profession)[T.manager],0.0001374244141962573,0.0006158876112917582,7.203293034138797e-05,-3.7818197881578225e-05,-0.00014480459084640723,0.0001255832764321125,-0.00015218169305166904,-7.301415319666843e-05,-0.00028868833053484526,0.00027627674181123554,-3.1974443716054035e-05,-9.06694031568007e-05,-0.00015529250174313675,-1.9481114158071426e-05,-0.0004910219081877856
