predictor,unique_r2,relative_r2
"male_perc:C(valence, Treatment(reference='-val'))",0.0002769418770971477,0.5746281069950936
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",6.088722459018925e-05,0.12633521146450663
"male_perc:C(dominance, Treatment(reference='-dom'))",5.198895500113654e-05,0.10787214671213
"C(semantic_role):C(valence, Treatment(reference='-val'))",3.757640348567293e-05,0.0779674703912031
male_perc:C(semantic_role),3.088678539975298e-05,0.06408714785737453
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",2.366851241020207e-05,0.04910991657969221
"C(valence, Treatment(reference='-val'))",0.0,0.0
"C(dominance, Treatment(reference='-dom'))",0.0,0.0
male_perc,0.0,0.0
