predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2
male_perc:C(tense),0.28741812748300555,0.01203043772724241,0.5250425745548413,500,0,0.5474187073813848
male_perc,0.25205702883089104,0.012030437727242401,0.4604465017949848,500,0,0.5474187073813848
C(syntactic_role):C(tense),0.0021249330124094197,0.00011446830769505843,0.0038817325454115073,500,0,0.5474187073813848
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0016580367648033464,9.062419478263625e-05,0.003028827371893591,500,0,0.5474187073813848
C(tense),0.0012005690170541943,8.49186239093358e-05,0.002193145760029282,500,0,0.5474187073813848
C(semantic_role):C(syntactic_role),0.0008925241933592363,4.068941370704558e-05,0.0016304232597908236,500,0,0.5474187073813848
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0006960672856498809,4.3352863178198725e-05,0.0012715445713931972,500,0,0.5474187073813848
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.000680581117601812,4.581792742714924e-05,0.0012432551325427272,500,0,0.5474187073813848
C(syntactic_role),0.0005182532568018874,4.368453609246018e-05,0.0009467218599104653,500,0,0.5474187073813848
"C(valence, Treatment(reference='-val'))",0.00017258641981055778,8.270542868353952e-06,0.0003152731492062755,500,0,0.5474187073813848
