semantic_role,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
agent,-0.011117461593900394,-0.05012711408776872,-0.04629253327871756,0.012273570822172888,0.04012928540773585,-0.02438040640480088,-0.003091081551160155,0.0198329138075558,-0.022129276812357438,0.0059663852893722625,0.02414205787627824,0.009307630473741122,-0.0015199898043046114,0.04228008415149628,-0.0030097472399965505
patient,0.01111746159391799,0.05012711408775669,0.04629253327876055,-0.012273570822166052,-0.040129285407700346,0.024380406404833656,0.003091081551178107,-0.01983291380753632,0.022129276812408408,-0.005966385289416159,-0.024142057876284605,-0.009307630473723846,0.0015199898042729326,-0.04228008415153252,0.003009747239998407
