,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.6439794772449805,-0.008351811527560518,-0.032452293578039776,-0.06421571802999304,-0.18014383896784558,-0.024998921022271234,0.0008755478176762158,0.15042077618994767,-0.020842932014501492,-0.057296022949098746
accountant,0.31076650678498097,-0.013740617957195937,-0.11269433096369935,-0.1326677912900668,-0.16308611402021989,-0.05505816818031869,-0.03269297504649111,-0.04988906712278562,0.00042366732618136227,-0.07866227176646473
administrator,-0.3861287759279972,0.08471152223450387,0.18879606042270303,0.24313047284807454,0.4567861496057084,0.12272718749872566,-0.03443184932511817,-0.10101111275734065,-0.05667336442800974,0.07405687883785089
agronomist,0.29639319368295225,-0.015577598494716745,-0.010576390507528594,-0.039137219420207425,-0.08518227477980023,-0.04427432689972804,-0.07243035628951153,0.1111746995855177,0.043135922095791646,-0.0641160181148877
bodyguard,0.3453417420170106,-0.013412209198756964,-0.04144160018360721,-0.05408785631357882,-0.23723003139304394,0.002441172763064353,0.018434624618299186,0.35872812987756464,-0.028065351031831318,-0.03748477327263321
bookbinder,0.47276182494614705,0.09431103607074856,-0.3338675145187603,-0.31269765934486443,-0.3709769223054349,-0.02498673235805478,0.009329461025089716,0.03445163400391841,-0.06006954048075558,-0.04982311200238512
builder,2.3630338935585185,-0.07030258513422527,-0.20627199256457807,-0.31383251811443463,-0.4951275920779842,-0.08576154130869901,0.10568124702194427,0.015745877248721743,-0.13309546999476418,0.05034251208110194
cashier,-1.7837833768930214,-0.022931328271471242,0.24656829957526052,0.29813700424143263,0.37900279148435423,0.04612054411142057,-0.005467552330373937,0.023817358838011685,0.1347360216309123,0.04889478236456281
chauffeur,0.6341680513297957,0.004114678513935988,-0.17344994857839824,-0.1922882155764356,-0.2748266796057993,-0.04392924383706463,0.0024622208974255655,0.2451650268277055,-0.027470144471478247,-0.08172830667471634
colonel,1.4521379414503408,0.024292800274006196,-0.11709184468680117,-0.15996508961979666,-0.39885408307783055,0.0014591558000206575,0.028615374668865143,0.19736371066178465,-0.1155785300204305,-0.01817078983753862
doctor,0.21913174098921395,0.03984196969916298,-0.24348275713123327,-0.24236692684249994,-0.27104199596468986,-0.06087659411938974,-0.04704436699746538,0.01560939218265922,0.018832098982762974,-0.08113167686962877
electrician,1.333356074172973,-0.1218704124212777,-0.2814558238246745,-0.3756617127009261,-0.5637764571362626,-0.1668820684888795,0.09962002911077102,0.029136264560841667,-0.025494771490275056,-0.11890394368863079
farmer,2.516500809319571,-0.05979786323798708,-0.3425172357716726,-0.4478551652573602,-0.4727264845551498,-0.13605315502421977,0.11042793860025002,-0.24945425898180637,-0.13839305232641258,-0.0888722489852379
farmhand,0.88366602410122,0.02073267191541176,-0.25779391866302687,-0.2714587170739361,-0.3587406546623826,-0.03408392037374017,0.07616967482819259,-0.02500622158407187,-0.10216409735075674,-0.0440755840500604
fisherman,3.201388960448484,-0.10115342795203719,-0.10755479510792365,-0.2782981890872698,-0.5919759856624611,-0.12285212312229044,0.05659510609247012,-0.0018384245320799963,-0.10117573178593237,-0.013075069374326148
hairdresser,-1.6268371052746597,0.0323176837830494,0.17796870135094686,0.24696377568975827,0.26312843702674177,0.07528321371032713,-0.07021235410224622,0.3547664232046453,0.10572789306970679,0.02822103317609253
hawker,1.5454756420330797,-0.017173770496530245,0.005345675704444164,-0.06498663314003601,-0.04662458643017184,-0.032147695173540325,0.018315124978387734,-0.5319766371388572,-0.08652124550173387,-0.0018186941482059918
housekeeper,-3.682375637719085,0.09255653239787498,0.44944294949753927,0.6292311521665954,0.9444068195204125,0.2183664599903181,-0.061983802849927015,0.07808340244277152,0.15293128722637409,0.16078312599323402
manager,-1.075093191431066,0.06053482178312434,0.20291174471400894,0.27107879488340475,0.5062459708369038,0.10386837205692379,-0.015551660078494359,-0.15534307216693216,0.009150245936059925,0.06090284366671071
midwife,-4.533600961896896,0.03257912410410302,0.17746667827185414,0.36523893799980234,0.5781937536960474,0.09033723640222141,-0.07682861606520851,0.08617860396269944,0.235449468627611,-0.0408074239736797
molder,-0.2918676578732704,0.046778472413160306,0.0493309630185379,0.08581601093473723,0.2715633315493012,0.05578808672365429,0.04145482093940617,-0.16255082391105935,-0.010461270933634303,0.0768220347721958
