,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5576664136762286,0.02156923427448672,0.15831222929240915
carpenter,2.4401047543588095,0.1821058374341291,0.06074253435710179
cashier,-0.8558863302271794,0.016810476299993576,-0.010104804222754992
ceo,0.4300321571534716,-0.0009459054519314078,-0.029227256857291502
cleaner,-0.7432067190892819,-0.039968508749054166,-0.05161912040627341
cook,-0.10246152986315625,0.034358153472137075,-0.004440494270533969
designer,0.26056600628990656,-0.03573100158814899,-0.007033669677132987
driver,1.041243193701276,-0.013215376836980592,-0.12425642428792914
lawyer,0.9932570039985297,-0.07141192177370917,0.09842404903489527
manager,0.5164926990294569,0.041479962303767,-0.018984101285684382
receptionist,-2.180937128993105,-0.024940545589815517,0.08884466032453758
salesperson,0.22155353863401234,-0.02826090736057072,-0.07263064740072774
secretary,-1.8960354791245098,-0.06473170172565033,0.01326883260802537
teacher,-0.6823885794121268,-0.017117794704488,-0.10129578720788494
