,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914274319506864,0.007005599848966172,-0.10208575919278608
carpenter,2.755487382517033,0.08280599400643511,-0.15950198764985224
cashier,-1.0896928608751122,0.039989324452705276,-0.009140084272965832
ceo,0.7343011883863378,-0.007048977895194555,-0.08738221724080313
cleaner,-0.9361832209222026,-0.04806898771459737,0.3385758997704328
cook,-0.2812514360192571,0.030825177711416234,0.3542502738681871
designer,0.14134540081798394,0.005177680449298557,-0.0037127714021805112
driver,1.1257128088786263,-0.014063668229926838,-0.24302646837087194
lawyer,1.03761856416825,0.0366553778947344,0.03991040483366032
manager,0.40290500985354527,-0.0056730487831805985,-0.20136151828004176
receptionist,-1.821739637591259,-0.04418229079903478,0.09382834545262592
salesperson,0.3323778228248392,-0.008141208209462554,-0.09426785881967019
secretary,-1.9980295367092207,-0.01885685280451689,0.028452585270781153
teacher,-0.9942789172792321,-0.05642411992760012,0.04546115603355266
