target_model,predictor,unique_r2,relative_r2
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_10,0.0711050125555486,0.1978738839199713
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_2,0.0321107881943162,0.0893591906868328
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_9,0.0298398904914164,0.0830396453790153
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_3,0.0277849385326585,0.077321042558564
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_1,0.0250208718128197,0.0696290867088811
Qwen_Qwen3-8B-Base — log(1 + x) counts,log_frequency,0.0238018254371196,0.066236675507914
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_4,0.0204539680003302,0.0569201234109666
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(syntactic_role),0.0107648875379946,0.0299569612682457
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_5,0.010136730391886,0.0282089003405368
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(tense),0.0074658044247579,0.020776140317248
Qwen_Qwen3-8B-Base — log(1 + x) counts,lex_emb_norm,0.004884850715918,0.013593758706854
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_8,0.00481333708872,0.0133947477137004
Qwen_Qwen3-8B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0032597874995639,0.009071467539487
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(semantic_role),0.0006363306162677,0.0017708063886456
Qwen_Qwen3-8B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0004732368368155,0.0013169424707089
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_6,0.0004646425651013,0.0012930259863089
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_7,0.1953682959094552,0.3836685551697231
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_8,0.1073322966213567,0.2107815240751717
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_9,0.0587438635209442,0.1153624908138297
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_4,0.0517114342385676,0.1015520515634757
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_10,0.0306450192865779,0.0601813626827085
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_5,0.0214237805604012,0.0420724913201464
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_2,0.0118061883737624,0.0231852523171023
Qwen_Qwen3-8B-Base — PPMI,C(syntactic_role),0.0107648875379948,0.0211403228402073
Qwen_Qwen3-8B-Base — PPMI,C(tense),0.0074658044247581,0.0146615108838039
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_6,0.005788767826955,0.0113681095391758
Qwen_Qwen3-8B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.0032597874995639,0.00640164236626
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_3,0.0022982892940273,0.004513431049274
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_1,0.0010194754657755,0.0020020683354189
Qwen_Qwen3-8B-Base — PPMI,C(semantic_role),0.0006363306162677,0.0012496400555536
Qwen_Qwen3-8B-Base — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0004732368368154,0.0009293529054387
Qwen_Qwen3-8B-Base — PPMI,lex_emb_norm,0.0004618862192071,0.0009070623130078
Qwen_Qwen3-8B-Base — PPMI,log_frequency,1.1778954431163058e-05,2.3131769701818963e-05
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_9,0.1328823676582546,0.518932737210319
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_8,0.0353948322895256,0.1382240362418974
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_5,0.0184471895683916,0.0720400362009086
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_3,0.0169688379254561,0.0662667716350567
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_10,0.0140379284802597,0.0548209727099286
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_6,0.0127824496400819,0.0499180718772262
Qwen_Qwen3-8B-Base — Raw counts,C(syntactic_role),0.0107648875379947,0.0420390805363999
Qwen_Qwen3-8B-Base — Raw counts,C(tense),0.007465804424758,0.0291554883758571
Qwen_Qwen3-8B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.003259787499564,0.0127301347777246
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_1,0.001144096690408,0.0044679308297215
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_4,0.0009199636024076,0.0035926454257575
Qwen_Qwen3-8B-Base — Raw counts,C(semantic_role),0.0006363306162677,0.002485000788967
Qwen_Qwen3-8B-Base — Raw counts,log_frequency,0.0005629007204821,0.0021982420753421
Qwen_Qwen3-8B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0004732368368155,0.0018480863293241
Qwen_Qwen3-8B-Base — Raw counts,lex_emb_norm,0.0002168180155851,0.0008467185548158
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_7,8.407172773639005e-05,0.000328317237005
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_2,2.707392420719934e-05,0.0001057291937482
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_9,0.2567765668917393,0.3740044194015595
Qwen_Qwen3-8B-Base — TF-IDF,lex_emb_norm,0.1146195948955323,0.1669476134830456
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_6,0.0665677149819905,0.0969583007285265
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_7,0.0630168616420098,0.0917863535455131
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_3,0.062437489820886,0.0909424773920151
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_10,0.029050533014741,0.0423131591211939
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_2,0.0252355835910854,0.0367565463760668
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_8,0.0170880380509913,0.0248893496292724
Qwen_Qwen3-8B-Base — TF-IDF,log_frequency,0.0147885309297096,0.0215400337776928
Qwen_Qwen3-8B-Base — TF-IDF,C(syntactic_role),0.0107648875379946,0.0156794506691424
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_1,0.0104591321606023,0.015234106828835
Qwen_Qwen3-8B-Base — TF-IDF,C(tense),0.007465804424758,0.0108742159888152
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_4,0.0032780172944086,0.0047745515481577
Qwen_Qwen3-8B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0032597874995636,0.0047479991881844
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_5,0.0006421376887362,0.0009352969251002
Qwen_Qwen3-8B-Base — TF-IDF,C(semantic_role),0.0006363306162675,0.0009268387126031
Qwen_Qwen3-8B-Base — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0004732368368152,0.0006892866842757
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_7,0.1040698059969886,0.1975258893023464
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_10,0.0663762952411708,0.125983099713732
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_2,0.0595061683746837,0.1129435066644082
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_3,0.0510377022352381,0.0968702442114236
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_1,0.0495684521583514,0.0940815878354044
allenai_Olmo-3-1025-7B — log(1 + x) counts,log_frequency,0.0478847051652752,0.090885813432047
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_4,0.0377804981792245,0.0717078928863665
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_9,0.0377539386774472,0.0716574825953341
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_5,0.0257426327966233,0.0488598627375543
allenai_Olmo-3-1025-7B — log(1 + x) counts,lex_emb_norm,0.0160410695078203,0.0304461653362229
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_8,0.0150119023368842,0.0284927922254301
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_6,0.0050822988313145,0.0096462714303966
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(syntactic_role),0.0044236761910726,0.0083961968147853
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(tense),0.0038524321709859,0.0073119679936079
allenai_Olmo-3-1025-7B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0023133814603698,0.0043908290774399
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(semantic_role),0.0002499754775864,0.0004744568132995
allenai_Olmo-3-1025-7B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0001717274099726,0.0003259409302003
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_7,0.1595785457065739,0.3406144460192363
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_8,0.1536422455056602,0.3279436349438173
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_4,0.0405282096885512,0.0865059499702448
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_9,0.0337168188188442,0.0719672905443609
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_5,0.0314321559824587,0.0670907630455637
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_10,0.0277991373833181,0.0593362205283056
allenai_Olmo-3-1025-7B — PPMI,C(syntactic_role),0.0044236761910726,0.009442171618491
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_2,0.0040643887025015,0.0086752858924718
allenai_Olmo-3-1025-7B — PPMI,C(tense),0.0038524321709859,0.0082228725919076
allenai_Olmo-3-1025-7B — PPMI,log_frequency,0.0023232630306825,0.00495891817192
allenai_Olmo-3-1025-7B — PPMI,"C(valence, Treatment(reference='-val'))",0.0023133814603698,0.0049378263291353
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_6,0.0019913889483097,0.0042505453376206
allenai_Olmo-3-1025-7B — PPMI,lex_emb_norm,0.000883253146141,0.0018852708535191
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_1,0.0008101001050943,0.0017291284194567
allenai_Olmo-3-1025-7B — PPMI,profession_embedding_3,0.000721290048205,0.0015395666698223
allenai_Olmo-3-1025-7B — PPMI,C(semantic_role),0.0002499754775863,0.0005335633210558
allenai_Olmo-3-1025-7B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0001717274099726,0.0003665457430706
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_9,0.1817781985147271,0.506736457394855
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_5,0.0659299092855402,0.1837904046838273
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_10,0.0317779792606931,0.0885863143397044
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_6,0.0230660813027193,0.0643004739887701
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_3,0.0202761541911119,0.0565230958846997
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_8,0.0166236738034629,0.0463412094568205
allenai_Olmo-3-1025-7B — Raw counts,lex_emb_norm,0.0055245334438658,0.0154005404882322
allenai_Olmo-3-1025-7B — Raw counts,C(syntactic_role),0.0044236761910725,0.0123317208556473
allenai_Olmo-3-1025-7B — Raw counts,C(tense),0.0038524321709857,0.0107392847251763
allenai_Olmo-3-1025-7B — Raw counts,"C(valence, Treatment(reference='-val'))",0.0023133814603698,0.0064489291642736
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_7,0.0015209575829879,0.0042399180085874
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_1,0.0006757986713767,0.001883899320401
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_2,0.0003354513051208,0.0009351253746286
allenai_Olmo-3-1025-7B — Raw counts,C(semantic_role),0.0002499754775862,0.0006968475261754
allenai_Olmo-3-1025-7B — Raw counts,log_frequency,0.000179145970491,0.0004993986912894
allenai_Olmo-3-1025-7B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001717274099725,0.0004787182405706
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding_4,2.4271887633542377e-05,6.766185634032892e-05
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_9,0.1712478380362505,0.6438118582206925
allenai_Olmo-3-1025-7B — TF-IDF,log_frequency,0.0192806132641619,0.0724860973170767
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_10,0.0149459770375536,0.0561898903940281
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_7,0.0126445793056015,0.0475377102129313
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_6,0.010938114261203,0.0411221989643144
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_3,0.0099674889286239,0.0374731012228788
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_4,0.0059883041306039,0.0225132255923642
allenai_Olmo-3-1025-7B — TF-IDF,C(syntactic_role),0.0044236761910724,0.0166309555869434
allenai_Olmo-3-1025-7B — TF-IDF,C(tense),0.0038524321709858,0.0144833449759905
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_1,0.0036331109241641,0.0136587995622631
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_5,0.0023303083757572,0.0087608706937713
allenai_Olmo-3-1025-7B — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0023133814603696,0.0086972334007428
allenai_Olmo-3-1025-7B — TF-IDF,lex_emb_norm,0.002287775619931,0.0086009674046106
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding_8,0.001715197347449,0.0064483406280588
allenai_Olmo-3-1025-7B — TF-IDF,C(semantic_role),0.0002499754775858,0.000939790998705
allenai_Olmo-3-1025-7B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0001717274099722,0.0006456148246279
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_7,0.0868251057389429,0.1886319292490697
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_10,0.056346563311396,0.1224157558292066
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_2,0.0503921411918744,0.1094794729141496
allenai_Olmo-3-1125-32B — log(1 + x) counts,log_frequency,0.042549004008591,0.0924398610915489
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_1,0.0418292198262821,0.0908760935867891
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_3,0.0409815877214045,0.0890345700104487
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_4,0.0362997106994325,0.0788629556179842
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_9,0.0303934695259936,0.0660313482427414
allenai_Olmo-3-1125-32B — log(1 + x) counts,C(syntactic_role),0.0260873531721993,0.0566760928880351
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_5,0.0142907128932739,0.0310472958306315
allenai_Olmo-3-1125-32B — log(1 + x) counts,C(tense),0.013663080717716,0.0296837332167229
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_8,0.0105250212198738,0.0228661404002382
allenai_Olmo-3-1125-32B — log(1 + x) counts,lex_emb_norm,0.0075442311850618,0.0163902234385754
allenai_Olmo-3-1125-32B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0010756725149543,0.00233695288948
allenai_Olmo-3-1125-32B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0010741155294499,0.0023335702598015
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding_6,0.0004080203470201,0.000886444820035
allenai_Olmo-3-1125-32B — log(1 + x) counts,C(semantic_role),3.4796495854694243e-06,7.559714541452328e-06
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_7,0.178389262812714,0.3763969578290566
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_8,0.1311120150786603,0.2766431276878839
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_4,0.0324340019621538,0.0684349465673461
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_10,0.030454294697065,0.0642578129202733
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_9,0.028118579183382,0.0593295106231366
allenai_Olmo-3-1125-32B — PPMI,C(syntactic_role),0.026087353172199,0.0550436736886838
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_5,0.0154066352360919,0.0325076214891654
allenai_Olmo-3-1125-32B — PPMI,C(tense),0.0136630807177159,0.0288287643305098
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_2,0.0089557252217038,0.0188963599907989
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_6,0.0026560017005127,0.0056040982753057
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_3,0.002467743135341,0.0052068773321916
allenai_Olmo-3-1125-32B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0010756725149541,0.0022696425550798
allenai_Olmo-3-1125-32B — PPMI,"C(valence, Treatment(reference='-val'))",0.0010741155294498,0.002266357353953
allenai_Olmo-3-1125-32B — PPMI,log_frequency,0.000710780584574,0.0014997295549033
allenai_Olmo-3-1125-32B — PPMI,profession_embedding_1,0.0007080402791416,0.0014939475778266
allenai_Olmo-3-1125-32B — PPMI,lex_emb_norm,0.0006258709073221,0.0013205722238848
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_9,0.1305327622580344,0.4140480238217711
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_5,0.0465476633595728,0.1476485113327625
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_10,0.0349558306473732,0.110879386525068
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_6,0.0308814952136363,0.0979556537736609
allenai_Olmo-3-1125-32B — Raw counts,C(syntactic_role),0.026087353172199,0.0827487049292467
allenai_Olmo-3-1125-32B — Raw counts,C(tense),0.013663080717716,0.0433390933634323
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_3,0.013319390605625,0.042248913325435
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_8,0.0128721090248685,0.0408301426551415
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_7,0.0016191571590266,0.0051359429644688
allenai_Olmo-3-1125-32B — Raw counts,lex_emb_norm,0.0013007980942106,0.0041261126400924
allenai_Olmo-3-1125-32B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0010756725149542,0.003412017576214
allenai_Olmo-3-1125-32B — Raw counts,"C(valence, Treatment(reference='-val'))",0.0010741155294496,0.0034070788408336
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_4,0.0007033160737814,0.002230908359203
allenai_Olmo-3-1125-32B — Raw counts,log_frequency,0.0005779952625684,0.0018333925683095
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding_1,4.921754099185272e-05,0.0001561173243599
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_9,0.155055189040126,0.5665616282053241
allenai_Olmo-3-1125-32B — TF-IDF,C(syntactic_role),0.0260873531721992,0.0953215005592856
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_7,0.0168343082414049,0.0615114730826099
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_6,0.0151369493228558,0.0553094334185701
allenai_Olmo-3-1125-32B — TF-IDF,log_frequency,0.0145538817223682,0.0531789421326545
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_3,0.0138519554840559,0.0506141490746462
allenai_Olmo-3-1125-32B — TF-IDF,C(tense),0.0136630807177161,0.0499240128992186
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_4,0.0061425368876421,0.0224444323464283
allenai_Olmo-3-1125-32B — TF-IDF,lex_emb_norm,0.0034645639044547,0.0126592923389444
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_2,0.0019295971009087,0.0070506229558576
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_8,0.0017949158524765,0.0065585063883771
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_1,0.0013340956185735,0.0048746990701808
allenai_Olmo-3-1125-32B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0010756725149542,0.0039304377703248
allenai_Olmo-3-1125-32B — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0010741155294494,0.0039247486460322
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_10,0.0008476780803631,0.0030973608582696
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding_5,0.0008316404113207,0.0030387602532754
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_10,0.0855900221730471,0.1523661014056955
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_7,0.0813033478083092,0.1447350266101977
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_2,0.0688169355996012,0.1225068988391964
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_3,0.061869569842115,0.1101393002730057
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_9,0.0580447210160015,0.1033303605238982
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_1,0.0471535059099714,0.0839419792249482
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_4,0.0460266190918899,0.0819359118489005
google_gemma-3-12b-pt — log(1 + x) counts,log_frequency,0.0428306367266918,0.0762464709446552
google_gemma-3-12b-pt — log(1 + x) counts,lex_emb_norm,0.0368056107778119,0.0655208081700513
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_5,0.0193663476926106,0.0344756879537238
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_8,0.0059284953057149,0.0105538203402663
google_gemma-3-12b-pt — log(1 + x) counts,C(tense),0.0041977937659239,0.0074728508578466
google_gemma-3-12b-pt — log(1 + x) counts,C(syntactic_role),0.0023556966218268,0.0041935765554148
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding_6,0.0010566636968518,0.0018810572061862
google_gemma-3-12b-pt — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0003703571240568,0.0006593043171116
google_gemma-3-12b-pt — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",1.3769408798491868e-05,2.451209947166201e-05
google_gemma-3-12b-pt — log(1 + x) counts,C(semantic_role),9.174791637645008e-06,1.6332829429710836e-05
google_gemma-3-12b-pt — PPMI,profession_embedding_8,0.161911532747691,0.4025643886515573
google_gemma-3-12b-pt — PPMI,profession_embedding_7,0.1106040306021992,0.2749973593984611
google_gemma-3-12b-pt — PPMI,profession_embedding_9,0.0446036984637557,0.110899207109855
google_gemma-3-12b-pt — PPMI,profession_embedding_4,0.0232610751925435,0.0578345492464478
google_gemma-3-12b-pt — PPMI,profession_embedding_10,0.0199919807716852,0.049706524178414
google_gemma-3-12b-pt — PPMI,profession_embedding_5,0.0159323728138618,0.039613027019982
google_gemma-3-12b-pt — PPMI,profession_embedding_6,0.0058065616405149,0.014436988504235
google_gemma-3-12b-pt — PPMI,profession_embedding_2,0.0046024382919873,0.0114431487731489
google_gemma-3-12b-pt — PPMI,C(tense),0.0041977937659238,0.0104370717291512
google_gemma-3-12b-pt — PPMI,profession_embedding_3,0.0035696008869623,0.0088751812449909
google_gemma-3-12b-pt — PPMI,lex_emb_norm,0.0027121537496872,0.0067432905960643
google_gemma-3-12b-pt — PPMI,C(syntactic_role),0.0023556966218269,0.0058570229947245
google_gemma-3-12b-pt — PPMI,log_frequency,0.0019848914207271,0.0049350814470387
google_gemma-3-12b-pt — PPMI,"C(valence, Treatment(reference='-val'))",0.0003703571240571,0.0009208274833712
google_gemma-3-12b-pt — PPMI,profession_embedding_1,0.0002732086262408,0.0006792849263452
google_gemma-3-12b-pt — PPMI,"C(dominance, Treatment(reference='-dom'))",1.3769408798935956e-05,3.423519956342379e-05
google_gemma-3-12b-pt — PPMI,C(semantic_role),9.174791637867052e-06,2.281149664896889e-05
google_gemma-3-12b-pt — Raw counts,profession_embedding_9,0.1948823064630225,0.5225416659241319
google_gemma-3-12b-pt — Raw counts,profession_embedding_3,0.0337062228818535,0.0903771418573382
google_gemma-3-12b-pt — Raw counts,lex_emb_norm,0.0330969243116066,0.088743417915332
google_gemma-3-12b-pt — Raw counts,profession_embedding_8,0.0262201309431867,0.0703045399680826
google_gemma-3-12b-pt — Raw counts,profession_embedding_5,0.0199245249599431,0.053424010903171
google_gemma-3-12b-pt — Raw counts,profession_embedding_1,0.0162628818840432,0.0436059770979146
google_gemma-3-12b-pt — Raw counts,profession_embedding_6,0.0127175114977797,0.0340997074853486
google_gemma-3-12b-pt — Raw counts,profession_embedding_10,0.009310887831751,0.0249654621147409
google_gemma-3-12b-pt — Raw counts,log_frequency,0.0091095870055467,0.0244257103487351
google_gemma-3-12b-pt — Raw counts,profession_embedding_4,0.0084821102002968,0.0227432447565792
google_gemma-3-12b-pt — Raw counts,C(tense),0.0041977937659239,0.011255624933134
google_gemma-3-12b-pt — Raw counts,C(syntactic_role),0.0023556966218268,0.006316374531491
google_gemma-3-12b-pt — Raw counts,profession_embedding_2,0.0015462026427933,0.0041458628004017
google_gemma-3-12b-pt — Raw counts,profession_embedding_7,0.0007446681450673,0.0019966929791954
google_gemma-3-12b-pt — Raw counts,"C(valence, Treatment(reference='-val'))",0.0003703571240569,0.0009930456597316
google_gemma-3-12b-pt — Raw counts,"C(dominance, Treatment(reference='-dom'))",1.3769408798602887e-05,3.6920179892152334e-05
google_gemma-3-12b-pt — Raw counts,C(semantic_role),9.17479163775603e-06,2.4600544779623165e-05
google_gemma-3-12b-pt — TF-IDF,profession_embedding_9,0.2201616149571978,0.5384527257391365
google_gemma-3-12b-pt — TF-IDF,log_frequency,0.0450404691822992,0.1101561841490556
google_gemma-3-12b-pt — TF-IDF,profession_embedding_6,0.0346488400179084,0.0847412131990819
google_gemma-3-12b-pt — TF-IDF,profession_embedding_8,0.0246681934297,0.0603313888021059
google_gemma-3-12b-pt — TF-IDF,profession_embedding_7,0.0244190664613023,0.0597220950557143
google_gemma-3-12b-pt — TF-IDF,lex_emb_norm,0.022819378592131,0.0558097132644808
google_gemma-3-12b-pt — TF-IDF,profession_embedding_1,0.0095661483182216,0.0233960794563244
google_gemma-3-12b-pt — TF-IDF,profession_embedding_3,0.0092277597184553,0.0225684771336459
google_gemma-3-12b-pt — TF-IDF,profession_embedding_10,0.0083656131496029,0.0204599117051289
google_gemma-3-12b-pt — TF-IDF,C(tense),0.0041977937659242,0.0102666102617028
google_gemma-3-12b-pt — TF-IDF,C(syntactic_role),0.0023556966218268,0.0057613642926981
google_gemma-3-12b-pt — TF-IDF,profession_embedding_4,0.0019925097922246,0.0048731125491328
google_gemma-3-12b-pt — TF-IDF,profession_embedding_5,0.0010017982224865,0.002450113675099
google_gemma-3-12b-pt — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0003703571240573,0.0009057882455319
google_gemma-3-12b-pt — TF-IDF,profession_embedding_2,4.302318118765136e-05,0.0001052224711603
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_7,0.0847106459571913,0.1634332079027522
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_10,0.07284113784907,0.1405332315843293
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_2,0.0569404256532127,0.1098558075989115
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_3,0.0541419768720182,0.1044567286957322
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_9,0.0539506204605535,0.1040875426055418
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_4,0.0370797390403954,0.0715383601564223
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_1,0.0370620200646241,0.0715041747359438
google_gemma-3-4b-pt — log(1 + x) counts,log_frequency,0.0341077243011603,0.0658044184861758
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding_5,0.0319116401526866,0.0615674884857739
google_gemma-3-4b-pt — log(1 + x) counts,lex_emb_norm,0.0209019190373627,0.040326308942634
