predictor,unique_r2,relative_r2
profession_embedding_6,0.1854611113223087,0.29377616487338476
profession_embedding_4,0.09816602581984546,0.15549803611441482
log_frequency,0.07733744881317672,0.12250492273791219
profession_embedding_1,0.06910297637103757,0.10946126244406693
lex_emb_norm,0.052491834344031485,0.08314869716249594
profession_embedding_10,0.05042982071654678,0.07988240348464583
profession_embedding_5,0.023760505471147164,0.037637379195015364
profession_embedding_7,0.02006885371836753,0.031789688073964394
profession_embedding_8,0.015275361535458165,0.02419664746396633
profession_embedding_2,0.015050028068429144,0.023839712248333086
C(tense),0.010175422328429495,0.016118185242716423
profession_embedding_9,0.0097977837858092,0.015519994053370198
profession_embedding_3,0.0026536169372197715,0.004203411708801236
"C(dominance, Treatment(reference='-dom'))",0.0007823765550958317,0.0012393087812542212
C(syntactic_role),0.0006009946280023382,0.0009519941709892885
"C(valence, Treatment(reference='-val'))",9.745231764224371e-05,0.0001543675001774753
C(semantic_role),4.913081906421368e-05,7.78247444915246e-05
