predictor,unique_r2,relative_r2
profession_embedding_7,0.16161106981662565,0.31488582955240113
profession_embedding_8,0.11869758859178481,0.23127245362587615
profession_embedding_4,0.0735791581863432,0.1433629162257456
profession_embedding_10,0.07161207006537884,0.1395302073928955
profession_embedding_9,0.04500974195513119,0.087697766926254
profession_embedding_2,0.02303391316136305,0.04487967848912551
profession_embedding_5,0.009033428466396098,0.0176008897136252
C(tense),0.006409707424660072,0.01248878583560145
log_frequency,0.0015606183209315727,0.0030407359790316757
profession_embedding_1,0.001423570345541969,0.002773709311440166
C(syntactic_role),0.0004978584682764353,0.0009700361303269193
lex_emb_norm,0.00046118198740918714,0.0008985750347717055
profession_embedding_6,0.00020475056919155854,0.0003989395831879927
"C(dominance, Treatment(reference='-dom'))",4.64265372970285e-05,9.045827570232682e-05
C(semantic_role),3.358157852473287e-05,6.543093380569762e-05
"C(valence, Treatment(reference='-val'))",1.3486187722566711e-05,2.627672357678409e-05
profession_embedding_3,8.884269937503575e-06,1.7310266632183866e-05
