,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.013035846383362686,-4.3736562730316395e-05,-2.1918019266051064e-05,0.00029960419292640117,0.0004525651697556236,9.910736329418624e-05,0.0002155092926092135,0.000340768511573372,0.00011144523012328944,0.00026492829351854584,0.00036430916148895475,0.0002831259977402618,0.00022401332965240705,0.0004640848412100797,1.8469185920669385e-05
C(profession)[T.carpenter],-4.3736562730316395e-05,0.010731310177550893,-0.0010824422391041688,7.722110987062571e-05,0.000628919350013144,-0.0006459290057125699,-0.00022609160087022544,0.00022569219461962664,-0.0006014289014371755,-4.78476042509465e-05,0.00031059839357728766,1.7787707444860283e-05,-0.00019541931847119845,0.0006704683947419295,-5.444933461826573e-05
C(profession)[T.cashier],-2.1918019266051064e-05,-0.0010824422391041688,0.011144678665023462,4.7716770237699774e-05,0.0005058116408556275,-0.0005527407526101504,-0.0002041346711368308,0.00017099764628519226,-0.0005157907171967875,-5.613227665990063e-05,0.0002414983138530691,-1.632919164275269e-06,-0.00017866637304401903,0.0005403113054989892,-4.516422751761847e-05
C(profession)[T.ceo],0.00029960419292640117,7.722110987062571e-05,4.7716770237699774e-05,0.01256944903370065,-0.00046089260604699966,-8.309640802812553e-05,-0.00020751353938590618,-0.00034139785550567445,-9.62838354830103e-05,-0.00026033543301779165,-0.0003665594670892477,-0.00027978619443780713,-0.00021660314727810199,-0.00047320549883884017,1.704070900907112e-05
C(profession)[T.cleaner],0.0004525651697556236,0.000628919350013144,0.0005058116408556275,-0.00046089260604699966,0.011318496839392003,0.00012472066455523914,-0.00019322820505187214,-0.000535370533073574,9.102009931591384e-05,-0.00032821493226149935,-0.0005996712115501858,-0.00037792149227515345,-0.0002164567630720346,-0.0008722059089262443,4.253711648629886e-05
C(profession)[T.cook],9.910736329418624e-05,-0.0006459290057125699,-0.0005527407526101504,-8.309640802812553e-05,0.00012472066455523914,0.012370951217908691,-0.00020106632208747934,-3.260852196154248e-05,-0.0003410193186091218,-0.00013460401897731682,-9.493264875580501e-07,-0.00011013040941168632,-0.0001896294682886889,0.00013323633783427567,-1.9934605809430493e-05
C(profession)[T.designer],0.0002155092926092135,-0.00022609160087022544,-0.0002041346711368308,-0.00020751353938590618,-0.00019322820505187214,-0.00020106632208747934,0.012760165838822148,-0.0001946276036066249,-0.00019695544013637975,-0.00019539744968993266,-0.00019438864494326623,-0.00019521272670673111,-0.0001958127731884146,-0.0001933758325041593,5.20749228455278e-07
C(profession)[T.driver],0.000340768511573372,0.00022569219461962664,0.00017099764628519226,-0.00034139785550567445,-0.000535370533073574,-3.260852196154248e-05,-0.0001946276036066249,0.012386887923322274,-4.5594665862112895e-05,-0.00025518024238659775,-0.00039088770123558417,-0.00028002973551743293,-0.00019930967204634034,-0.0005271342869692362,2.161574510517826e-05
C(profession)[T.lawyer],0.00011144523012328944,-0.0006014289014371755,-0.0005157907171967875,-9.62838354830103e-05,9.102009931591384e-05,-0.0003410193186091218,-0.00019695544013637975,-4.5594665862112895e-05,0.012462611912236852,-0.00013231012067874807,-1.766010014836383e-05,-0.00011131647064744355,-0.00017951137321761028,9.744539209248532e-05,-1.7021676565808015e-05
C(profession)[T.manager],0.00026492829351854584,-4.78476042509465e-05,-5.613227665990063e-05,-0.00026033543301779165,-0.00032821493226149935,-0.00013460401897731682,-0.00019539744968993266,-0.00025518024238659775,-0.00013231012067874807,0.012719798203796331,-0.0002615235296475127,-0.00021911595911243247,-0.00018823733200598892,-0.0003136432547136947,8.683613123268088e-06
C(profession)[T.receptionist],0.00036430916148895475,0.00031059839357728766,0.0002414983138530691,-0.0003665594670892477,-0.0005996712115501858,-9.493264875580501e-07,-0.00019438864494326623,-0.00039088770123558417,-1.766010014836383e-05,-0.0002615235296475127,0.012252632201552843,-0.00027679254912411043,-0.00018652033935925472,-0.0005531386388478503,2.410857953990128e-05
C(profession)[T.salesperson],0.0002831259977402618,1.7787707444860283e-05,-1.632919164275269e-06,-0.00027978619443780713,-0.00037792149227515345,-0.00011013040941168632,-0.00019521272670673111,-0.00028002973551743293,-0.00011131647064744355,-0.00021911595911243247,-0.00027679254912411043,0.012684143357189726,-0.00017878667571654018,-0.00033375114595901345,1.0583859493029344e-05
C(profession)[T.secretary],0.00022401332965240705,-0.00019541931847119845,-0.00017866637304401903,-0.00021660314727810199,-0.0002164567630720346,-0.0001896294682886889,-0.0001958127731884146,-0.00019930967204634034,-0.00017951137321761028,-0.00018823733200598892,-0.00018652033935925472,-0.00017878667571654018,0.012782949960331618,-0.0001787854654395884,9.988131662228933e-07
C(profession)[T.teacher],0.0004640848412100797,0.0006704683947419295,0.0005403113054989892,-0.00047320549883884017,-0.0008722059089262443,0.00013323633783427567,-0.0001933758325041593,-0.0005271342869692362,9.744539209248532e-05,-0.0003136432547136947,-0.0005531386388478503,-0.00033375114595901345,-0.0001787854654395884,0.011377263314475626,3.528798872226173e-05
C(syntactic_role)[T.subject],1.8469185920669385e-05,-5.444933461826573e-05,-4.516422751761847e-05,1.704070900907112e-05,4.253711648629886e-05,-1.9934605809430493e-05,5.20749228455278e-07,2.161574510517826e-05,-1.7021676565808015e-05,8.683613123268088e-06,2.410857953990128e-05,1.0583859493029344e-05,9.988131662228933e-07,3.528798872226173e-05,0.013513465622589932
