predictor,unique_r2,relative_r2
profession_embedding_9,0.15505518904012605,0.5665616282053241
C(syntactic_role),0.026087353172199235,0.09532150055928569
profession_embedding_7,0.01683430824140497,0.061511473082609916
profession_embedding_6,0.015136949322855808,0.05530943341857018
log_frequency,0.014553881722368267,0.05317894213265452
profession_embedding_3,0.013851955484055933,0.05061414907464626
C(tense),0.013663080717716158,0.04992401289921861
profession_embedding_4,0.006142536887642103,0.022444432346428386
lex_emb_norm,0.0034645639044547094,0.012659292338944474
profession_embedding_2,0.0019295971009087864,0.007050622955857616
profession_embedding_8,0.0017949158524765974,0.0065585063883771165
profession_embedding_1,0.0013340956185735608,0.004874699070180896
"C(dominance, Treatment(reference='-dom'))",0.001075672514954218,0.003930437770324891
"C(valence, Treatment(reference='-val'))",0.0010741155294494709,0.003924748646032292
profession_embedding_10,0.0008476780803631234,0.0030973608582696953
profession_embedding_5,0.0008316404113207776,0.003038760253275443
