predictor,unique_r2,relative_r2
profession_embedding_7,0.07835789190593578,0.18710528716518599
profession_embedding_10,0.0696255345553829,0.16625390653251673
profession_embedding_9,0.053103520025655326,0.12680215256186309
profession_embedding_2,0.04002243377509729,0.09556674870131306
profession_embedding_5,0.03361431052576047,0.0802652428594204
profession_embedding_3,0.03194847456490002,0.0762875105819741
profession_embedding_1,0.031190144763349692,0.0744767482983828
log_frequency,0.03045175138490297,0.07271359079433719
profession_embedding_4,0.029214809056285374,0.06975998339151683
profession_embedding_8,0.007240757347598437,0.017289694118394323
C(tense),0.004674346004029273,0.011161541360036055
lex_emb_norm,0.003389079956171881,0.008092545154054612
profession_embedding_6,0.00230634404554364,0.00550715638778524
"C(dominance, Treatment(reference='-dom'))",0.00155926972537912,0.0037232702748724715
"C(valence, Treatment(reference='-val'))",0.00143708729418901,0.0034315194592455097
C(semantic_role),0.0006236061522624237,0.0014890651772141246
C(syntactic_role),3.100605858474825e-05,7.403718188748814e-05
