predictor,unique_r2,relative_r2
lex_emb_norm,0.06337981653118063,0.3079874860595298
log_frequency,0.030333961487008065,0.14740466369154034
profession_embedding_7,0.025922933257883307,0.12596974056333282
profession_embedding_4,0.020194023447466125,0.09813071187974351
profession_embedding_9,0.015559196733667457,0.07560826378773713
profession_embedding_5,0.009975716028953419,0.048475932395443413
profession_embedding_8,0.009872645347978937,0.04797507136969151
profession_embedding_1,0.008075488584061041,0.03924197897423389
C(tense),0.006875583136897956,0.03341116591091292
profession_embedding_3,0.005855357611834533,0.028453488342953033
profession_embedding_10,0.003537945073015303,0.01719226827232321
profession_embedding_6,0.0029216591958498572,0.014197492515773033
C(semantic_role),0.0015039566052515996,0.00730831736892433
"C(valence, Treatment(reference='-val'))",0.001352441131140969,0.006572044016862898
"C(dominance, Treatment(reference='-dom'))",0.0004262619877944962,0.0020713748509981578
