,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.44815616700164534,0.05353235731863282,0.041308952744940126
carpenter,2.0366015468320633,0.03356390959583805,-0.18129047170697388
cashier,-0.2365566399119243,0.011260136765231372,-0.012691965601142817
ceo,-0.699045438286109,-0.03304682070170602,-0.09769267686340938
cleaner,-0.013071369493357538,-0.023595296344682187,-0.1863766945799263
cook,-0.3235173396286271,-0.02888648857501684,-0.06767862407256575
designer,-0.12748167104646244,0.030168627242380414,0.11690558556234404
driver,1.411110098968223,-0.051548669498363356,0.14758021552956532
lawyer,0.3551976866691038,0.054802803164165595,-0.04568638926872498
manager,0.6008803454220171,0.036318936412210394,0.4369352573523368
receptionist,-1.6287442956927884,0.05618927910495653,-0.15481788065432647
salesperson,-0.26476324458449724,0.018043347252988937,0.20953089583114393
secretary,-0.8109176658555743,-0.18807560667656179,-0.196173256147158
teacher,-0.7478481802650185,0.03127348494180081,-0.00985294811750733
