,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
CEO,-0.27850689670254175,-0.022128385612193796,0.12627770069935013,-0.02309467264254632,0.013138592769909748
accountant,-0.5661848315817839,-0.08446043357749707,0.30267910021112227,-0.0326587833843588,0.03357063942107261
administrator,-0.652457214979389,-0.08788835491226452,-0.15292425918913694,-0.13699651514291739,0.023012635376560175
agronomist,0.3072700450972711,-0.035356801309587994,0.09025406735789879,-0.015618246718903868,0.009894869722908529
binman,2.044489877200014,0.14505991679170258,-0.5146194674659036,-0.02616445921770585,0.0032653481569147364
bodyguard,0.4133816008072653,0.056894257955518786,0.21720143052368288,0.026665073583477843,-0.05191653891393252
bookbinder,-0.2969359333421607,0.033330020499199725,0.021733051777998544,0.14936940725985112,-0.0822468878347811
builder,1.601347009238007,0.1337794633992413,-0.39111710331500704,0.12188662844456333,-0.06142721967141103
cashier,-2.1213077793501514,-0.08536578069336133,0.37896598339969356,-0.14580406235456062,0.08104693991097973
chauffeur,0.7809708145119759,0.0391927428572062,-0.2317651823844537,0.03450364064799486,0.016131890032735498
colonel,0.9132936400820914,0.018833823746844915,0.16810091009598147,0.10223988177269101,-0.09404486782771924
doctor,0.06713205142218794,0.01857888206800866,0.08832300999167349,-0.06639440973335287,0.03283487182355383
electrician,1.0702908699346645,0.05822655943188698,-0.0005515777934168845,0.0025197067352790625,0.008300659760250314
farmer,1.340446156170502,0.020156114093485732,-0.3654302793759515,0.08967380034658995,-0.021998104929176535
farmhand,0.6597710887205059,0.029290926249511948,0.04736663063221598,0.033890771964640194,-0.04439492289834479
fisherman,2.7790469158338325,0.14388639036363554,-0.3290242365090322,0.050567156192627485,0.07401923355548314
hawker,0.0039937752694594476,-0.08925819360683936,0.018703019379328292,-0.1043459658100847,0.03985932070133965
housekeeper,-3.0868300635097623,-0.12045699329971979,-0.5113249115828615,-0.10903730262045985,0.006481683601131863
manager,-0.19960042377824488,-0.01020182933638816,-0.0972246364819262,-0.09377131628674225,0.04040830125126042
midwife,-5.1842432394024565,-0.1838684221727886,0.5863667729928781,-0.2389297529285842,0.21330956483833807
molder,-0.14568928714110915,-0.004890031718896453,0.23431500726278448,0.010980120302134326,-0.012110252387721536
paralegal,-1.951973384551242,-0.1558524034393599,0.39421325167835475,-0.11158807177993324,0.0468881911162553
programmer,1.4908597938475165,0.12042516085929336,-0.20784628995211354,0.13878860813402683,-0.028924438535496297
salesperson,-0.6090063075461912,-0.0385438925801395,-0.07364245039224372,-0.09837216071278394,0.020681886862531754
scientist,-0.10643480462651456,-0.02780798625263815,0.04819490943569346,0.00718843531895952,0.10680390460752956
scrivener,0.21733638255915752,0.0020023945942291388,0.19220956661278588,0.25874452463531517,-0.10727607375226028
sergeant,0.8094288446109728,0.020124633933738853,-0.048819798950040794,0.11357273653825115,-0.1442160005673111
soldier,1.6157311797641685,0.13401058445603253,0.01665476466695739,0.20642915006771,-0.17605942595793017
solicitor,-0.5350026782683784,-0.06270048540181132,0.05200846857397688,-0.05937339398173424,0.03943112684136854
teacher,-1.402017677897146,-0.04180808576199611,0.08703247095689905,-0.07602412602172172,-0.0019737392190110046
tradesperson,-0.09082911620065072,0.006193414168639888,0.019765134832949314,0.040247298969640924,-0.013462717653551882
welder,1.1122295939249234,0.07060279421300403,-0.16607505770085132,-0.04909370157171886,0.030971529795543323
