predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
log_frequency:lex_emb_norm,0.02166451757479665,0.00011008074371777872,0.21761707935313843,500,0,0.09955338817703974,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.011224628532620686,0.0010378404706722568,0.11274983943951243,500,0,0.09955338817703974,OLS fixed-effect R2
C(tense):lex_emb_norm,0.011145383579824059,0.001031996419771175,0.11195383486098716,500,0,0.09955338817703974,OLS fixed-effect R2
lex_emb_norm,0.010030365234340546,0.0009925720670444743,0.10075362996689927,500,0,0.09955338817703974,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.009958496310655434,0.0009923171113706685,0.10003171657950853,500,0,0.09955338817703974,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.009034216678017633,0.0009522274254533693,0.09074745564612756,500,0,0.09955338817703974,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.007951799300653487,0.0009040972802946399,0.07987472296284369,500,0,0.09955338817703974,OLS fixed-effect R2
C(tense):C(syntactic_role),0.0023407820354196885,0.00011825597672985522,0.023512831439317594,500,0,0.09955338817703974,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.001862878250134995,0.00013592321531668945,0.018712354087056935,500,0,0.09955338817703974,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0018458177548548926,0.00013217396642653583,0.018540983774177545,500,0,0.09955338817703974,OLS fixed-effect R2
C(tense):C(semantic_role),0.001645478303417861,0.00013350425716501804,0.016528601723646428,500,0,0.09955338817703974,OLS fixed-effect R2
C(tense),0.0014163701262009912,0.00012448101658010102,0.014227241805996639,500,0,0.09955338817703974,OLS fixed-effect R2
C(tense):log_frequency,0.0011611313850618187,0.00010390902209456442,0.011663403991805208,500,0,0.09955338817703974,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0010916413927217056,9.79166996535027e-05,0.010965386640386326,500,0,0.09955338817703974,OLS fixed-effect R2
C(semantic_role):log_frequency,0.0009873518494001874,0.00010020371033941182,0.009917812617731708,500,0,0.09955338817703974,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.000948669687237424,9.904773754061089e-05,0.009529255654768547,500,0,0.09955338817703974,OLS fixed-effect R2
log_frequency,0.0009355316916478358,9.898918021293843e-05,0.009397286308168062,500,0,0.09955338817703974,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.0008974669851497373,9.671000687643074e-05,0.009014931601863074,500,0,0.09955338817703974,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.000837523230711895,2.670809032350052e-05,0.008412804888393093,500,0,0.09955338817703974,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0005337256722477055,4.27080109903018e-05,0.0053612004776629,500,0,0.09955338817703974,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0005052514009290514,3.30460386159255e-05,0.005075180364836431,500,0,0.09955338817703974,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0004067937597621518,2.8557084677831947e-05,0.004086186991835319,500,0,0.09955338817703974,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.00034674812573536306,2.5606368366092165e-05,0.0034830369120006956,500,0,0.09955338817703974,OLS fixed-effect R2
C(semantic_role),0.00030379923426079603,2.703100314195805e-05,0.0030516212438750734,500,0,0.09955338817703974,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",0.0002650784617036361,2.403389489167643e-05,0.0026626764448462225,500,0,0.09955338817703974,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.00010586652924162987,8.362635413746375e-06,0.0010634146278714616,500,0,0.09955338817703974,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",8.951501743685064e-05,7.772299474736104e-06,0.0008991659558353005,500,0,0.09955338817703974,OLS fixed-effect R2
C(syntactic_role),1.6560072855128727e-05,1.4826613480782313e-06,0.00016634363890939897,500,0,0.09955338817703974,OLS fixed-effect R2
