,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.4481935289350084,0.05344907313548185,0.04131545596764308
carpenter,2.0365745707642118,0.03350283386454219,-0.18118857706949235
cashier,-0.2365438923087964,0.01123678241117654,-0.01269287377613075
ceo,-0.699065684929094,-0.03300843504292753,-0.09768759382877841
cleaner,-0.01310429943267467,-0.023577702701747992,-0.18633013829419598
cook,-0.32353935246790666,-0.028847970802736867,-0.067671970878417
designer,-0.12744598466430013,0.030129667566740997,0.11687503415011224
driver,1.4110520982752552,-0.05142748494007576,0.1475683770740025
lawyer,0.3552312666411233,0.05470561892788041,-0.04565871126360758
manager,0.6009310327433489,0.0363160773503808,0.43683750490908085
receptionist,-1.6286788267742756,0.05605706529957657,-0.1548087826308456
salesperson,-0.2647275373442916,0.018035575225047697,0.20947073865430843
secretary,-0.8110678712564807,-0.1877820030249099,-0.1961640068115619
teacher,-0.7478090481138836,0.03121090273259102,-0.00986445619777681
