,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
CEO,-0.11674880084191568,0.09631856319105525,0.1358710981699019,-0.09273461206892686,0.00203651300208551
accountant,-0.3527302980599525,-0.07861888350368625,-0.036522394635482125,-0.031356768447765186,0.007748062009731305
administrator,-0.2411732317941698,-0.07298048860838241,0.31133180720704323,0.034982659347754345,0.011168403130516083
agronomist,0.008580313260934178,-0.06959704075649502,-0.07456221741463166,0.02494620755241961,-0.01084751627146747
binman,2.180359944112494,-0.038182448536473415,-0.2780271398529702,0.10879949322991281,0.1645422269345598
bodyguard,0.47716796737316364,-0.09415049129488703,-0.09704365837667447,-0.023251872511097272,0.03391403034629114
bookbinder,0.3157794890910651,0.07764795134279007,-0.04608715150715872,0.01606210353813364,-0.0465031077908911
builder,1.0591298426976363,-0.021585728262027808,-0.16934739727276849,0.06374260923797528,0.03456408144988509
cashier,-1.2845816143847006,-0.08440994600615749,0.07803264970187347,-0.07556237188095333,-0.01490251006823948
chauffeur,0.9877000969970671,0.07553633332833715,-0.43091099789073456,0.022167928748063007,-0.004188525408381484
colonel,1.109360134807754,0.17732802174952625,-0.05707839514766552,-0.01987766590998969,0.0013585280756928221
doctor,-0.19099323583356098,0.024228288561704805,-0.08823066390103347,-0.04271385520845346,-0.016457710909249794
electrician,0.8500257826110195,0.0865031756477516,-0.13118690388521545,0.05675900103358329,-0.00446526382970367
farmer,1.3086729859203357,0.008337174107345026,-0.20139798753499455,0.023710451542818988,0.05529307606919347
farmhand,0.26199935275331643,0.013101232136848304,0.045090271818940604,-0.03257372779453319,0.056115540141026925
fisherman,2.270042824571971,0.21127716381912715,0.2017285055685248,0.10230578801872046,0.10479757589755787
hawker,0.06102439444011267,-0.11893747621374488,-0.19002846310650184,0.07827393553137543,0.03736095918434934
housekeeper,-3.89422985204399,-0.2516583811235633,0.6204444784713,-0.10449531680567922,-0.014937838734622927
manager,-0.288712317813668,0.057800760595375,-0.004382268079210094,-0.03608751462233478,-0.014300062716189775
midwife,-4.407981400332302,-0.13397259671514666,0.20662115296699324,-0.1537979612426384,-0.08604157953081204
molder,0.1328369430903945,0.07292276501593903,0.2200428063961468,0.029992466606391197,-0.020136541887342357
paralegal,-1.8862314688379396,-0.09042708677548812,0.10664614895447595,-0.1110408884239724,-0.07698812048929318
programmer,0.21082757493419024,0.0532071078032723,0.11842785060788319,0.037124266762063686,0.05463792605780786
salesperson,0.04771377513530812,-0.01081629671231544,-0.34438581913848726,0.003994904808326748,-0.05248614039115866
scientist,-0.13556938650310157,0.043211709461408024,-0.24838294279403236,-0.027910082946513495,-0.04678226878143882
scrivener,0.27329095337880555,-0.045662046281342517,-0.08746353494228702,0.08203446740328618,-0.06325657546919132
sergeant,0.6460319181391853,-0.013190683996671495,-0.0955669743464193,-0.01714494726633358,-0.014223627362384667
soldier,1.079513825834231,0.2132005422895955,0.3527527137481269,0.10493696784554944,-0.03806258199443729
solicitor,-0.19293193916153703,-0.10702460904010207,-0.024789009992340804,-0.04698466392008288,0.04595143946116492
teacher,-1.4517434952768233,-0.0595247357887681,0.22622450289525695,-0.10333780394853773,-0.05251640412566202
tradesperson,0.401452551548454,0.05269005014772478,0.18391880692268775,0.09856520072504944,-0.0667035857995845
welder,0.7621163700565544,0.02742810041069374,-0.20173887360326068,0.030471601061060328,0.034311599797222675
