predictor,unique_r2,relative_r2
profession_embedding_2,0.6308403213956645,0.883948206546586
profession_embedding_10,0.021895357359501544,0.030680286616442964
log_frequency,0.016414376629282357,0.02300020827922629
profession_embedding_9,0.015732427969766594,0.022044645874460908
profession_embedding_3,0.008355311212998817,0.01170765740770806
profession_embedding_4,0.005088952946089131,0.00713075984100589
profession_embedding_8,0.004440681489371379,0.006222386720129253
C(tense),0.004197793765923885,0.005882046763642968
C(syntactic_role),0.002355696621826775,0.0033008571795549464
lex_emb_norm,0.0022256936537461414,0.0031186939813840206
profession_embedding_7,0.0010676459879772615,0.0014960105184957575
profession_embedding_6,0.0006474432828571519,0.0009072126643015604
"C(valence, Treatment(reference='-val'))",0.00037035712405697474,0.0005189530606851984
profession_embedding_5,3.0027008553146217e-05,4.2074546376158466e-05
