predictor,unique_r2,relative_r2
profession_embedding_2,0.14684132772512337,0.5230500019667166
lex_emb_norm,0.03661378642380453,0.13041860460992918
profession_embedding_10,0.024230270098975937,0.08630841888495863
profession_embedding_9,0.02376139547922218,0.08463828368130924
C(syntactic_role),0.01076488753799465,0.03834461684015567
log_frequency,0.009582020723472251,0.03413123563986808
C(tense),0.007465804424758193,0.02659325599645053
profession_embedding_8,0.005902634177003874,0.02102523087825812
profession_embedding_3,0.0035619971467546474,0.012687862766421277
"C(valence, Treatment(reference='-val'))",0.003259787499563793,0.011611389548653631
profession_embedding_4,0.003035897905643292,0.010813892996731555
profession_embedding_1,0.0018506911420772543,0.006592176878946015
profession_embedding_5,0.0017503206671920513,0.006234656432220147
profession_embedding_7,0.0007338463371392434,0.002613966613012839
C(semantic_role),0.0006363306162676663,0.002266614823269129
"C(dominance, Treatment(reference='-dom'))",0.00047323683681543827,0.0016856734562519752
profession_embedding_6,0.00027628179195771096,0.0009841179868474066
