,Group
CEO,0.22542921627213328
accountant,-0.01166837839960462
administrator,-0.2682708749840531
agronomist,0.540806503648326
bodyguard,0.8417162029210996
bookbinder,0.9562316093690111
builder,0.9429493243592798
cashier,-1.7252070934117911
chauffeur,1.6450559314025732
colonel,2.1672333395790044
doctor,0.27978378828644407
electrician,1.2045364249203958
farmer,2.3273448979671723
farmhand,1.483660235700031
fisherman,3.0113659218219215
hairdresser,-1.4855788121327829
hawker,0.2182587200603797
housekeeper,-2.8448356099390013
manager,-0.37904280886724284
midwife,-5.581950678990138
molder,0.06304295429322636
nurse,-3.4505530891103358
paralegal,-1.5783899292752632
programmer,0.35860254246058787
salesperson,-0.39880344931511647
scientist,0.12627496069855262
scrivener,0.8536924319325521
secretary,-2.7860149724005416
sergeant,1.20502569214556
soldier,1.7884851590523119
solicitor,-0.06728972441847383
teacher,-1.3983659366003842
tradesperson,0.9714159527760292
welder,0.7650595472065271
