predictor,unique_r2,relative_r2
profession_embedding_1,0.08223955318239018,0.5932226396846378
log_frequency,0.027982357457412288,0.20184652412532453
C(syntactic_role),0.009528695287895572,0.06873380937393482
C(tense),0.009486132571239092,0.06842678962309658
profession_embedding_5,0.006130133769352897,0.044218797349377496
profession_embedding_2,0.003198458656878067,0.023071600147770197
profession_embedding_4,6.652106569560168e-05,0.00047983969585853645
