predictor,unique_r2,relative_r2
profession_embedding_2,0.1850907569231275,0.6098727599406534
profession_embedding_9,0.037812426203611915,0.12459168200617797
profession_embedding_10,0.022141776141780367,0.0729569987721434
log_frequency,0.01898576606941882,0.06255796747945147
lex_emb_norm,0.010371689449002242,0.03417464477784508
C(tense),0.010175422328429828,0.03352794597721931
profession_embedding_7,0.007571968500933224,0.024949583677837433
profession_embedding_4,0.007561697928232247,0.024915742212042805
profession_embedding_3,0.0013510009870458806,0.00445153887935322
"C(dominance, Treatment(reference='-dom'))",0.0007823765550960537,0.002577925321076204
C(syntactic_role),0.0006009946280027822,0.001980273129693838
profession_embedding_8,0.0004918962644375746,0.0016207947786481616
profession_embedding_6,0.00024328960682784562,0.0008016375666052224
profession_embedding_5,0.00015591009937598876,0.0005137226957721447
"C(valence, Treatment(reference='-val'))",9.745231764246576e-05,0.00032110471052807866
C(semantic_role),4.913081906454675e-05,0.0001618857079583102
profession_embedding_1,7.220763912019201e-06,2.3792366993949887e-05
