,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.0035016896964246663,0.00376763373511271,0.0004949006200769248,-0.0003610356144718344,-0.0011631551585267286,0.000848587011793587,-0.0012112342799532642,-0.0006547007957024916,-0.0018788620216591953,0.0008372602171100694,-0.000296006147734821,-0.0006906047643688659,-0.001089867269798157,-0.0002095056521131724,-0.0025157998197058566
C(profession)[T.carpenter],0.00376763373511271,0.00844741098043627,0.0017137711906614818,-0.0001679458600361437,-0.002012411839388335,0.002468966526520679,-0.0021877911428487464,-0.0009303947184864877,-0.004022232436253836,0.0024801852513382312,-0.00018812035491791947,-0.0011543003638909309,-0.002173878119026294,-2.3491374076362543e-05,-0.006106438638404479
C(profession)[T.cashier],0.0004949006200769248,0.0017137711906614818,0.0009015361085835625,-8.185309087998137e-05,-0.0004248974351467769,0.0004123580966863439,-0.00045684770378012014,-0.0002224127249795325,-0.0007994561610699472,0.0004151817413956487,-8.415296387347729e-05,-0.0002644366214004459,-0.00045556190714481976,-5.4186808936739296e-05,-0.0011532034281778326
C(profession)[T.ceo],-0.0003610356144718344,-0.0001679458600361437,-8.185309087998137e-05,0.0006234098999861796,-1.2496379982031575e-05,-7.152652772715068e-05,-1.2854138006545881e-05,-2.8993523980839303e-05,-9.481751758792925e-06,-6.837308232752883e-05,-4.2654023129255085e-05,-3.432385671800852e-05,-2.9109170675862754e-05,-4.737170024854643e-05,1.7733367567259627e-05
C(profession)[T.cleaner],-0.0011631551585267286,-0.002012411839388335,-0.0004248974351467769,-1.2496379982031575e-05,0.0009170741318159863,-0.000548774091257329,0.0004555730867061528,0.00018412738080372107,0.0008179946624161658,-0.0005464220977911212,1.7015570354092567e-05,0.00021870745301277083,0.0004264467637641797,-2.2199048694197863e-05,0.0012332333576229254
C(profession)[T.cook],0.000848587011793587,0.002468966526520679,0.0004123580966863439,-7.152652772715068e-05,-0.000548774091257329,0.0012677122157268544,-0.0005895355812094736,-0.000246944664385455,-0.0010917361870516691,0.0006827029689698617,-4.5286278977509686e-05,-0.00030949561328089635,-0.0005884916353829198,-7.887136343147665e-07,-0.0016541611372700336
C(profession)[T.designer],-0.0012112342799532642,-0.0021877911428487464,-0.00045684770378012014,-1.2854138006545881e-05,0.0004555730867061528,-0.0005895355812094736,0.0010166492532150267,0.0002413354524326161,0.0009548977224585126,-0.0005790326361381056,5.464162005721156e-05,0.00028110613537502157,0.0005154470674223375,1.1415200898465022e-05,0.0014051576088191188
C(profession)[T.driver],-0.0006547007957024916,-0.0009303947184864877,-0.0002224127249795325,-2.8993523980839303e-05,0.00018412738080372107,-0.000246944664385455,0.0002413354524326161,0.0007635431561408646,0.0004216981088784904,-0.000224209532154808,4.489803706742759e-05,0.0001392863020998537,0.00023511480926358027,2.4837418443596856e-05,0.0005863895198299013
C(profession)[T.lawyer],-0.0018788620216591953,-0.004022232436253836,-0.0007994561610699472,-9.481751758792925e-06,0.0008179946624161658,-0.0010917361870516691,0.0009548977224585126,0.0004216981088784904,0.002149571339008243,-0.0011280021246270816,0.000189918487010756,0.0006654698156101788,0.0011687991952764,0.00010951616941363105,0.003060426464350689
C(profession)[T.manager],0.0008372602171100694,0.0024801852513382312,0.0004151817413956487,-6.837308232752883e-05,-0.0005464220977911212,0.0006827029689698617,-0.0005790326361381056,-0.000224209532154808,-0.0011280021246270816,0.0013355902599635537,-2.8842937321071575e-05,-0.0003105064496236797,-0.0006089201299571105,1.7501514699256045e-05,-0.0017632775713728838
C(profession)[T.receptionist],-0.000296006147734821,-0.00018812035491791947,-8.415296387347729e-05,-4.2654023129255085e-05,1.7015570354092567e-05,-4.5286278977509686e-05,5.464162005721156e-05,4.489803706742759e-05,0.000189918487010756,-2.8842937321071575e-05,0.0007626506772510197,9.280146587137154e-05,0.00011679484450083746,5.9661945075310304e-05,0.00017234017093125276
C(profession)[T.salesperson],-0.0006906047643688659,-0.0011543003638909309,-0.0002644366214004459,-3.432385671800852e-05,0.00021870745301277083,-0.00030949561328089635,0.00028110613537502157,0.0001392863020998537,0.0006654698156101788,-0.0003105064496236797,9.280146587137154e-05,0.0008592496269230722,0.0003971152909868441,8.547272278255983e-05,0.0009030637417560276
C(profession)[T.secretary],-0.001089867269798157,-0.002173878119026294,-0.00045556190714481976,-2.9109170675862754e-05,0.0004264467637641797,-0.0005884916353829198,0.0005154470674223375,0.00023511480926358027,0.0011687991952764,-0.0006089201299571105,0.00011679484450083746,0.0003971152909868441,0.001159239826153814,0.00012384832790378949,0.001749319435504146
C(profession)[T.teacher],-0.0002095056521131724,-2.3491374076362543e-05,-5.4186808936739296e-05,-4.737170024854643e-05,-2.2199048694197863e-05,-7.887136343147665e-07,1.1415200898465022e-05,2.4837418443596856e-05,0.00010951616941363105,1.7501514699256045e-05,5.9661945075310304e-05,8.547272278255983e-05,0.00012384832790378949,0.0008066604994590441,0.00011216003137241077
C(syntactic_role)[T.subject],-0.0025157998197058566,-0.006106438638404479,-0.0011532034281778326,1.7733367567259627e-05,0.0012332333576229254,-0.0016541611372700336,0.0014051576088191188,0.0005863895198299013,0.003060426464350689,-0.0017632775713728838,0.00017234017093125276,0.0009030637417560276,0.001749319435504146,0.00011216003137241077,0.005939416601854942
