,Group
CEO,-0.7462359909397852
accountant,-0.14697931370379785
administrator,-1.1581832999417527
agronomist,0.2281403140405603
binman,1.313357857506118
bodyguard,0.5206971324355657
bookbinder,-1.1591778581921357
builder,1.5276257093674275
cashier,-1.435462432086306
chauffeur,0.9757330685865022
colonel,1.7466135058375054
doctor,-0.00771884584498392
electrician,1.1965972894563193
farmer,1.3292541950363794
farmhand,0.7224734591593337
fisherman,3.0414303533353446
hawker,0.3539639692118155
housekeeper,-3.1503043918225977
manager,-0.2864059880607258
midwife,-4.131866792202912
molder,-0.7026428266137716
paralegal,-1.8457443606675406
programmer,0.5118936734356292
salesperson,-0.33691422994679576
scientist,-0.03849700793943363
scrivener,0.23908920363287461
sergeant,0.7211625793142887
soldier,1.2982266323455491
solicitor,-0.1725200578495738
teacher,-1.823124769407671
tradesperson,0.4502785063418393
welder,0.9652407167461202
