,Group
CEO,-0.3891041997880623
accountant,0.2625519043073633
administrator,-0.8200362352807054
agronomist,0.2425071486975175
binman,0.3865654594007063
bodyguard,0.7737888369355721
bookbinder,0.10420029596868507
builder,1.35090654089493
cashier,-1.6081211876210875
chauffeur,1.221417660411203
colonel,1.3821627327629527
doctor,-0.27288987197853554
electrician,1.437331502598452
farmer,1.267424496623378
farmhand,0.45104704954865343
fisherman,2.552083613945038
hawker,0.2219758494787662
housekeeper,-2.894222464016483
manager,-0.8257382753438473
midwife,-3.8821961975090917
molder,-0.4743655493152083
paralegal,-1.8134933159829987
programmer,0.3890460859709007
salesperson,-0.3962183350086356
scientist,-0.18763268307126527
scrivener,1.240280520102826
sergeant,0.5566845654100894
soldier,1.0751705198029238
solicitor,-0.13307233029320523
teacher,-1.76284622688007
tradesperson,-0.4541392272523238
welder,0.9989313206317421
